eb_type,country,isCtryFlagged,isCtryGrey,color,prev,num_pos,num_tested,num_arrivals,p0,S0,date,eb_prev_old,alpha,beta,alpha.post,beta.post,eb_prev,h,hm
CW,CW,TRUE,FALSE,black,0,0,3,7,0.004163116954777123,143.57225160651922,2020-08-02,0.004032858487662189,0.5977080748986272,142.97454353162058,0.5977080748986272,145.97454353162058,0.004077907437099387,0.004105920381819936,-0.0027635206618137984
CY,CY,FALSE,FALSE,white,0,0,910,77638,4.7168714644331335e-5,37.443296258314106,2020-08-02,7.038985044572429e-4,0.0017661521565515773,37.44153010615755,0.0017661521565515773,947.4415301061575,1.8641243898463849e-6,1.8660940000673205e-6,-0.0010547212408708309
CZ,CZ,FALSE,FALSE,white,8.19672131147541e-4,1,1220,4698,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0011876463331546624,0.0017661521565515773,37.44153010615755,1.0017661521565515,1256.4415301061576,7.966690467374846e-4,7.973031135904097e-4,1.4056759758368028e-6
DE,DE,FALSE,FALSE,white,0,0,107,2666,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.001827363375360024,0.0017661521565515773,37.44153010615755,0.0017661521565515773,144.44153010615756,1.2227304432274184e-5,1.2312545811629097e-5,-0.006959083302476673
DJ,DJ,TRUE,FALSE,black,NA,0,0,2,0.004163116954777123,143.57225160651922,2020-08-02,0.004076464373577833,0.5977080748986272,142.97454353162058,0.5977080748986272,142.97454353162058,0.004163116954777123,0.004192317005333011,-0.002821670560493398
DK,DK,FALSE,FALSE,white,0,0,8,13,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0022750319439622715,0.0017661521565515773,37.44153010615755,0.0017661521565515773,45.44153010615755,3.886496583593339e-5,3.9739450158834234e-5,-0.02246084183408666
DM,DM,TRUE,FALSE,black,0,0,20,50,0.004163116954777123,143.57225160651922,2020-08-02,0.003802372869093392,0.5977080748986272,142.97454353162058,0.5977080748986272,162.97454353162058,0.0036540921154306918,0.003676568842420208,-0.0024745423719360034
DO,DO,FALSE,FALSE,white,0,0,8,19,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0022750319439622715,0.0017661521565515773,37.44153010615755,0.0017661521565515773,45.44153010615755,3.886496583593339e-5,3.9739450158834234e-5,-0.02246084183408666
DZ,DZ,FALSE,FALSE,white,0,0,335,1700,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0012574945785480567,0.0017661521565515773,37.44153010615755,0.0017661521565515773,372.44153010615753,4.742069931973305e-6,4.754836537212226e-6,-0.0026874461267682786
EC,EC,TRUE,FALSE,black,0,0,5,11,0.004163116954777123,143.57225160651922,2020-08-02,0.004004302506746848,0.5977080748986272,142.97454353162058,0.5977080748986272,147.97454353162058,0.00402301283338968,0.004050274142948854,-0.0027260675413019243
EE,EE,FALSE,FALSE,white,NA,0,0,1,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.002320979,0.0017661521565515773,37.44153010615755,0.0017661521565515773,37.44153010615755,4.716871464433134e-5,4.846301893310902e-5,-0.027391425867952693
EG,EG,TRUE,FALSE,black,0,0,5,9,0.004163116954777123,143.57225160651922,2020-08-02,0.004004302506746848,0.5977080748986272,142.97454353162058,0.5977080748986272,147.97454353162058,0.00402301283338968,0.004050274142948854,-0.0027260675413019243
ER,ER,TRUE,FALSE,black,0,0,3,13,0.004163116954777123,143.57225160651922,2020-08-02,0.004032858487662189,0.5977080748986272,142.97454353162058,0.5977080748986272,145.97454353162058,0.004077907437099387,0.004105920381819936,-0.0027635206618137984
ES,ES,FALSE,FALSE,white,0.0016556291390728477,2,1208,4968,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.001819928069042492,0.0017661521565515773,37.44153010615755,2.0017661521565517,1243.4415301061576,0.0016072720116367069,0.0016085635706948572,8.049914007079123e-4
ET,ET,TRUE,FALSE,black,0,0,1,5,0.004163116954777123,143.57225160651922,2020-08-02,0.0040618246778505495,0.5977080748986272,142.97454353162058,0.5977080748986272,143.97454353162058,0.00413432085519013,0.004163116954777123,-0.0028020172463681403
FI,FI,FALSE,FALSE,white,0,0,12,23,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0022527339197985297,0.0017661521565515773,37.44153010615755,0.0017661521565515773,49.44153010615755,3.572076075438824e-5,3.64581333841101e-5,-0.020606232955754453
FR,FR,FALSE,FALSE,white,0,0,73,111,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0019598053886490546,0.0017661521565515773,37.44153010615755,0.0017661521565515773,110.44153010615756,1.5991483561127616e-5,1.6137600172266443e-5,-0.009121014095622283
GB,GB,FALSE,FALSE,white,0,0,6,7,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.002286347312183462,0.0017661521565515773,37.44153010615755,0.0017661521565515773,43.44153010615755,4.065419313603705e-5,4.161204035149863e-5,-0.023519234740112985
GD,GD,TRUE,FALSE,black,0.010752688172043012,1,93,171,0.004163116954777123,143.57225160651922,2020-08-02,0.005752491119733212,0.5977080748986272,142.97454353162058,1.5977080748986272,234.97454353162058,0.00675357343918774,0.006782242237796789,0.002537260100977386
GE,GE,FALSE,FALSE,white,0,0,27,43,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.002172871193307502,0.0017661521565515773,37.44153010615755,0.0017661521565515773,64.44153010615756,2.7406297615071457e-5,2.7838278600162217e-5,-0.015734268342222715
GF,GF,TRUE,FALSE,black,0.002577319587628866,1,388,688,0.004163116954777123,143.57225160651922,2020-08-02,0.003202370567751902,0.5977080748986272,142.97454353162058,1.5977080748986272,529.9745435316206,0.0030056273066737947,0.003011292185109433,0.001126534742608245
GI,GI,TRUE,FALSE,black,0,0,30,37,0.004163116954777123,143.57225160651922,2020-08-02,0.0036786994864291237,0.5977080748986272,142.97454353162058,0.5977080748986272,172.97454353162058,0.003443569288100298,0.0034635236507283757,-0.0023311506998160737
GL,GL,TRUE,FALSE,black,NA,0,0,1,0.004163116954777123,143.57225160651922,2020-08-02,0.004076464373577833,0.5977080748986272,142.97454353162058,0.5977080748986272,142.97454353162058,0.004163116954777123,0.004192317005333011,-0.002821670560493398
GM,GM,TRUE,FALSE,black,NA,0,0,1,0.004163116954777123,143.57225160651922,2020-08-02,0.004076464373577833,0.5977080748986272,142.97454353162058,0.5977080748986272,142.97454353162058,0.004163116954777123,0.004192317005333011,-0.002821670560493398
GN,GN,TRUE,FALSE,black,0,0,2,5,0.004163116954777123,143.57225160651922,2020-08-02,0.0040472897561340745,0.5977080748986272,142.97454353162058,0.5977080748986272,144.97454353162058,0.004105920381819936,0.00413432085519013,-0.002782635814487323
GP,GP,TRUE,FALSE,black,0,0,3,7,0.004163116954777123,143.57225160651922,2020-08-02,0.004032858487662189,0.5977080748986272,142.97454353162058,0.5977080748986272,145.97454353162058,0.004077907437099387,0.004105920381819936,-0.0027635206618137984
GR,GR,FALSE,FALSE,white,0.0014925373134328358,2,1340,11272,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.001681555499547326,0.0017661521565515773,37.44153010615755,2.0017661521565517,1375.4415301061576,0.0014532475910944195,0.0014543033901927513,7.277932588140212e-4
GT,GT,TRUE,FALSE,black,0,0,1,3,0.004163116954777123,143.57225160651922,2020-08-02,0.0040618246778505495,0.5977080748986272,142.97454353162058,0.5977080748986272,143.97454353162058,0.00413432085519013,0.004163116954777123,-0.0028020172463681403
GW,GW,TRUE,FALSE,black,0,0,10,23,0.004163116954777123,143.57225160651922,2020-08-02,0.003934651029969232,0.5977080748986272,142.97454353162058,0.5977080748986272,152.97454353162058,0.0038920317221763923,0.003917541155780439,-0.0026367306037986225
GY,GY,FALSE,FALSE,white,0,0,1,5,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0023151343782741524,0.0017661521565515773,37.44153010615755,0.0017661521565515773,38.44153010615755,4.594174611573827e-5,4.716871464433134e-5,-0.026659881676998336
HK,HK,TRUE,FALSE,black,0,0,1,2,0.004163116954777123,143.57225160651922,2020-08-02,0.0040618246778505495,0.5977080748986272,142.97454353162058,0.5977080748986272,143.97454353162058,0.00413432085519013,0.004163116954777123,-0.0028020172463681403
HN,HN,TRUE,FALSE,black,0,0,23,80,0.004163116954777123,143.57225160651922,2020-08-02,0.0037644064453178356,0.5977080748986272,142.97454353162058,0.5977080748986272,165.97454353162058,0.0035882811760901624,0.0036099531720996006,-0.002429706192903721
HR,HR,TRUE,FALSE,black,NA,0,0,2,0.004163116954777123,143.57225160651922,2020-08-02,0.004076464373577833,0.5977080748986272,142.97454353162058,0.5977080748986272,142.97454353162058,0.004163116954777123,0.004192317005333011,-0.002821670560493398
HT,HT,TRUE,FALSE,black,0,0,14,19,0.004163116954777123,143.57225160651922,2020-08-02,0.003880650506644104,0.5977080748986272,142.97454353162058,0.5977080748986272,156.97454353162058,0.0037932317956031435,0.0038174585136625853,-0.0025693692271371955
HU,HU,FALSE,FALSE,white,0,0,123,1023,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0017710408058305331,0.0017661521565515773,37.44153010615755,0.0017661521565515773,160.44153010615756,1.100795232795559e-5,1.1076992247389529e-5,-0.006260745175678064
ID,ID,FALSE,FALSE,white,0,0,88,1284,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.001899081875647877,0.0017661521565515773,37.44153010615755,0.0017661521565515773,125.44153010615756,1.407928689082515e-5,1.4192425061495266e-5,-0.008021596002820087
IE,IE,FALSE,FALSE,white,0,0,1352,44040,4.7168714644331335e-5,37.443296258314106,2020-08-02,5.259220090544992e-4,0.0017661521565515773,37.44153010615755,0.0017661521565515773,1389.4415301061576,1.271122154684338e-6,1.2720376563530845e-6,-7.189590316965534e-4
IL,IL,FALSE,FALSE,white,0,0,71,173,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.00196819651760163,0.0017661521565515773,37.44153010615755,0.0017661521565515773,108.44153010615756,1.6286411585503333e-5,1.643799304430694e-5,-0.009290796937609811
IM,IM,TRUE,FALSE,black,0,0,2,2,0.004163116954777123,143.57225160651922,2020-08-02,0.0040472897561340745,0.5977080748986272,142.97454353162058,0.5977080748986272,144.97454353162058,0.004105920381819936,0.00413432085519013,-0.002782635814487323
IN,IN,TRUE,FALSE,black,0,0,1,1,0.004163116954777123,143.57225160651922,2020-08-02,0.0040618246778505495,0.5977080748986272,142.97454353162058,0.5977080748986272,143.97454353162058,0.00413432085519013,0.004163116954777123,-0.0028020172463681403
IQ,IQ,TRUE,FALSE,black,NA,0,0,1,0.004163116954777123,143.57225160651922,2020-08-02,0.004076464373577833,0.5977080748986272,142.97454353162058,0.5977080748986272,142.97454353162058,0.004163116954777123,0.004192317005333011,-0.002821670560493398
IR,IR,TRUE,FALSE,black,NA,0,0,1,0.004163116954777123,143.57225160651922,2020-08-02,0.004076464373577833,0.5977080748986272,142.97454353162058,0.5977080748986272,142.97454353162058,0.004163116954777123,0.004192317005333011,-0.002821670560493398
IS,IS,TRUE,FALSE,black,0,0,20,53,0.004163116954777123,143.57225160651922,2020-08-02,0.003802372869093392,0.5977080748986272,142.97454353162058,0.5977080748986272,162.97454353162058,0.0036540921154306918,0.003676568842420208,-0.0024745423719360034
IT,IT,FALSE,FALSE,white,0,0,14,41,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0022417480187819573,0.0017661521565515773,37.44153010615755,0.0017661521565515773,51.44153010615755,3.4332017677932864e-5,3.50126238282947e-5,-0.019789227149859756
JE,JE,TRUE,FALSE,black,0,0,4,9,0.004163116954777123,143.57225160651922,2020-08-02,0.004018529767596974,0.5977080748986272,142.97454353162058,0.5977080748986272,146.97454353162058,0.004050274142948854,0.004077907437099387,-0.0027446663382189574
JM,JM,FALSE,FALSE,white,0,0,3,8,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0023035329988465355,0.0017661521565515773,37.44153010615755,0.0017661521565515773,40.44153010615755,4.366983702987617e-5,4.4776991886911506e-5,-0.025308073678883634
JP,JP,FALSE,FALSE,white,0.0013051422605063951,5,3831,65014,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0014003341151711801,0.0017661521565515773,37.44153010615755,5.001766152156551,3863.4415301061576,0.0012929661285185244,0.001293300449161252,0.001034731693682023
KE,KE,TRUE,FALSE,black,0,0,6,11,0.004163116954777123,143.57225160651922,2020-08-02,0.0039901756312905705,0.5977080748986272,142.97454353162058,0.5977080748986272,148.97454353162058,0.003996116047453923,0.00402301283338968,-0.0027077191114179802
KG,KG,TRUE,FALSE,black,0,0,2,2,0.004163116954777123,143.57225160651922,2020-08-02,0.0040472897561340745,0.5977080748986272,142.97454353162058,0.5977080748986272,144.97454353162058,0.004105920381819936,0.00413432085519013,-0.002782635814487323
KH,KH,TRUE,FALSE,black,0,0,67,92,0.004163116954777123,143.57225160651922,2020-08-02,0.0032835455550190426,0.5977080748986272,142.97454353162058,0.5977080748986272,209.97454353162058,0.0028384940101961777,0.002852038236535481,-0.0019195858326544724
KI,KI,TRUE,FALSE,black,NA,0,0,2,0.004163116954777123,143.57225160651922,2020-08-02,0.004076464373577833,0.5977080748986272,142.97454353162058,0.5977080748986272,142.97454353162058,0.004163116954777123,0.004192317005333011,-0.002821670560493398
KN,KN,TRUE,FALSE,black,0,0,3,4,0.004163116954777123,143.57225160651922,2020-08-02,0.004032858487662189,0.5977080748986272,142.97454353162058,0.5977080748986272,145.97454353162058,0.004077907437099387,0.004105920381819936,-0.0027635206618137984
KR,KR,FALSE,FALSE,white,0.0011013215859030838,1,908,38121,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0014717823508807952,0.0017661521565515773,37.44153010615755,1.0017661521565515,944.4415301061575,0.0010595729602411279,0.0010606948623864858,1.870045733342212e-6
KW,KW,TRUE,FALSE,black,0,0,3,4,0.004163116954777123,143.57225160651922,2020-08-02,0.004032858487662189,0.5977080748986272,142.97454353162058,0.5977080748986272,145.97454353162058,0.004077907437099387,0.004105920381819936,-0.0027635206618137984
KY,KY,TRUE,FALSE,black,0,0,3,5,0.004163116954777123,143.57225160651922,2020-08-02,0.004032858487662189,0.5977080748986272,142.97454353162058,0.5977080748986272,145.97454353162058,0.004077907437099387,0.004105920381819936,-0.0027635206618137984
KZ,KZ,TRUE,FALSE,black,0.016666666666666666,1,60,153,0.004163116954777123,143.57225160651922,2020-08-02,0.006315035578789918,0.5977080748986272,142.97454353162058,1.5977080748986272,201.97454353162058,0.007848358812608732,0.00788710231647151,0.0029505920488045348
LB,LB,FALSE,FALSE,white,0,0,1,4,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0023151343782741524,0.0017661521565515773,37.44153010615755,0.0017661521565515773,38.44153010615755,4.594174611573827e-5,4.716871464433134e-5,-0.026659881676998336
LC,LC,TRUE,FALSE,black,0,0,101,325,0.004163116954777123,143.57225160651922,2020-08-02,0.002988553559422231,0.5977080748986272,142.97454353162058,0.5977080748986272,243.97454353162058,0.002443891614737438,0.002453925153445638,-0.0016516328212593714
LI,LI,TRUE,FALSE,black,0,0,10,75,0.004163116954777123,143.57225160651922,2020-08-02,0.003934651029969232,0.5977080748986272,142.97454353162058,0.5977080748986272,152.97454353162058,0.0038920317221763923,0.003917541155780439,-0.0026367306037986225
LK,LK,TRUE,FALSE,black,0,0,1,4,0.004163116954777123,143.57225160651922,2020-08-02,0.0040618246778505495,0.5977080748986272,142.97454353162058,0.5977080748986272,143.97454353162058,0.00413432085519013,0.004163116954777123,-0.0028020172463681403
LS,LS,TRUE,FALSE,black,0,0,7,16,0.004163116954777123,143.57225160651922,2020-08-02,0.0039761480825070685,0.5977080748986272,142.97454353162058,0.5977080748986272,149.97454353162058,0.003969576522376642,0.003996116047453923,-0.0026896160269064147
LT,LT,FALSE,FALSE,white,0,0,3,4,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0023035329988465355,0.0017661521565515773,37.44153010615755,0.0017661521565515773,40.44153010615755,4.366983702987617e-5,4.4776991886911506e-5,-0.025308073678883634
LU,LU,FALSE,FALSE,white,0,0,133,655,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0017375689639328748,0.0017661521565515773,37.44153010615755,0.0017661521565515773,170.44153010615756,1.0362109835489792e-5,1.0423263684974006e-5,-0.005891256071421402
LV,LV,FALSE,FALSE,white,0,0,22,167,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.0021988554113827378,0.0017661521565515773,37.44153010615755,0.0017661521565515773,59.44153010615755,2.97115447447037e-5,3.0219927170865653e-5,-0.01708038238348749
LY,LY,TRUE,FALSE,black,0,0,17,37,0.004163116954777123,143.57225160651922,2020-08-02,0.0038411129263239197,0.5977080748986272,142.97454353162058,0.5977080748986272,159.97454353162058,0.0037223621697932293,0.0037456892967361517,-0.0025210644147164334
MA,MA,FALSE,FALSE,white,0,0,79,921,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.001935055873215941,0.0017661521565515773,37.44153010615755,0.0017661521565515773,116.44153010615756,1.5167486779432983e-5,1.529887151350619e-5,-0.008646962449944395
MC,MC,FALSE,FALSE,white,0.0019398642095053346,2,1031,9592,4.7168714644331335e-5,37.443296258314106,2020-08-02,0.002045647492849901,0.0017661521565515773,37.44153010615755,2.0017661521565517,1066.4415301061576,0.0018735352256565529,0.0018752903870147474,9.384724749951786e-4
ME,ME,FALSE,FALSE,white,5.349023803155924e-4,2,3739,10134,4.7168714644331335e-5,37.443296258314106,2020-08-02,7.059954555082232e-4,0.0017661521565515773,37.44153010615755,2.0017661521565517,3774.4415301061576,5.300665189756441e-4,5.302069174606381e-4,2.6533735870152273e-4
MG,MG,TRUE,FALSE,black,0,0,2,3,0.004163116954777123,143.57225160651922,2020-08-02,0.0040472897561340745,0.5977080748986272,142.97454353162058,0.5977080748986272,144.97454353162058,0.004105920381819936,0.00413432085519013,-0.002782635814487323
MH,MH,TRUE,FALSE,black,0,0,1,2,0.004163116954777123,143.57225160651922,2020-08-02,0.0040618246778505495,0.5977080748986272,142.97454353162058,0.5977080748986272,143.97454353162058,0.00413432085519013,0.004163116954777123,-0.0028020172463681403
MK,MK,TRUE,FALSE,black,0,0,27,61,0.004163116954777123,143.57225160651922,2020-08-02,0.003714948449138391,0.5977080748986272,142.97454353162058,0.5977080748986272,169.97454353162058,0.003504134284850954,0.0035247988349271188,-0.0023723924244095293
