eb_type,country,isCtryFlagged,isCtryGrey,color,eb_prev,prev,h,hm,num_pos,num_tested,num_arrivals,alpha,beta,alpha.post,beta.post,p0,S0,low,up,date
CR,CR,TRUE,FALSE,black,0.0040618246778505495,0,0.004076464373577833,4.7224782353453345e-4,0,1,1,1.1310264843905842,276.32178083596494,1.1310264843905842,277.32178083596494,0.004076464373577832,277.45280732035553,2.7897546626943776e-4,0.01162980681787007,2020-08-02
CU,CU,FALSE,FALSE,white,0.0018237384716968223,0,0.001827363375360024,-1.6025914807608096e-4,0,108,1757,0.9193714368868025,395.1942671987072,0.9193714368868025,503.1942671987072,0.002320979,396.113638635594,7.526580420962522e-5,0.005623725020429074,2020-08-02
CV,CV,TRUE,FALSE,black,0.004032858487662189,0,0.0040472897561340745,4.6886801978117084e-4,0,3,3,1.1310264843905842,276.32178083596494,1.1310264843905842,279.32178083596494,0.004076464373577832,277.45280732035553,2.769786903247084e-4,0.011547037057020093,2020-08-02
CW,CW,TRUE,FALSE,black,0.004032858487662189,0,0.0040472897561340745,4.6886801978117084e-4,0,3,7,1.1310264843905842,276.32178083596494,1.1310264843905842,279.32178083596494,0.004076464373577832,277.45280732035553,2.769786903247084e-4,0.011547037057020093,2020-08-02
CY,CY,FALSE,FALSE,white,7.038985044572429e-4,0,7.04437843319101e-4,-6.177895987470419e-5,0,910,77638,0.9193714368868025,395.1942671987072,0.9193714368868025,1305.1942671987072,0.002320979,396.113638635594,2.9016625543190036e-5,0.0021717772086765116,2020-08-02
CZ,CZ,FALSE,FALSE,white,0.0011876463331546624,8.19672131147541e-4,0.0011883816661397506,5.692301859722165e-4,1,1220,4698,0.9193714368868025,395.1942671987072,1.9193714368868025,1614.1942671987072,0.002320979,396.113638635594,2.003405801133905e-4,0.0028525966141034675,2020-08-02
DE,DE,FALSE,FALSE,white,0.001827363375360024,0,0.0018310027176020023,-1.6057831715603576e-4,0,107,2666,0.9193714368868025,395.1942671987072,0.9193714368868025,502.1942671987072,0.002320979,396.113638635594,7.54156844638157e-5,0.005634892611402348,2020-08-02
DJ,DJ,TRUE,FALSE,black,0.004076464373577833,NA,0.0040912099802985265,4.7395606382376045e-4,0,0,2,1.1310264843905842,276.32178083596494,1.1310264843905842,276.32178083596494,0.004076464373577832,277.45280732035553,2.7998468956612474e-4,0.011671638267296891,2020-08-02
DK,DK,FALSE,FALSE,white,0.0022750319439622715,0,0.002280675593112081,-2.000144757842937e-4,0,8,13,0.9193714368868025,395.1942671987072,0.9193714368868025,403.1942671987072,0.002320979,396.113638635594,9.393417222769903e-5,0.007013754958275276,2020-08-02
DM,DM,TRUE,FALSE,black,0.003802372869093392,0,0.0038151991023932658,4.4198091957683213e-4,0,20,50,1.1310264843905842,276.32178083596494,1.1310264843905842,296.32178083596494,0.004076464373577832,277.45280732035553,2.6109398673714816e-4,0.010888348036663609,2020-08-02
DO,DO,FALSE,FALSE,white,0.0022750319439622715,0,0.002280675593112081,-2.000144757842937e-4,0,8,19,0.9193714368868025,395.1942671987072,0.9193714368868025,403.1942671987072,0.002320979,396.113638635594,9.393417222769903e-5,0.007013754958275276,2020-08-02
DZ,DZ,FALSE,FALSE,white,0.0012574945785480567,0,0.0012592169057475569,-1.1043289543785658e-4,0,335,1700,0.9193714368868025,395.1942671987072,0.9193714368868025,730.1942671987072,0.002320979,396.113638635594,5.186677462037957e-5,0.003878742641278136,2020-08-02
EC,EC,TRUE,FALSE,black,0.004004302506746848,0,0.004018529767596974,4.6553624971111784e-4,0,5,11,1.1310264843905842,276.32178083596494,1.1310264843905842,281.32178083596494,0.004076464373577832,277.45280732035553,2.7501029522446517e-4,0.011465437108713394,2020-08-02
EE,EE,FALSE,FALSE,white,0.002320979,NA,0.0023268532062359955,-2.0406423678925387e-4,0,0,1,0.9193714368868025,395.1942671987072,0.9193714368868025,395.1942671987072,0.002320979,396.113638635594,9.58358039827375e-5,0.007155241110081811,2020-08-02
EG,EG,TRUE,FALSE,black,0.004004302506746848,0,0.004018529767596974,4.6553624971111784e-4,0,5,9,1.1310264843905842,276.32178083596494,1.1310264843905842,281.32178083596494,0.004076464373577832,277.45280732035553,2.7501029522446517e-4,0.011465437108713394,2020-08-02
ER,ER,TRUE,FALSE,black,0.004032858487662189,0,0.0040472897561340745,4.6886801978117084e-4,0,3,13,1.1310264843905842,276.32178083596494,1.1310264843905842,279.32178083596494,0.004076464373577832,277.45280732035553,2.769786903247084e-4,0.011547037057020093,2020-08-02
ES,ES,FALSE,FALSE,white,0.001819928069042492,0.0016556291390728477,0.0018210633148698504,0.0011972772176777027,2,1208,4968,0.9193714368868025,395.1942671987072,2.9193714368868022,1601.1942671987072,0.002320979,396.113638635594,4.846235826036465e-4,0.0038466798192080924,2020-08-02
ET,ET,TRUE,FALSE,black,0.0040618246778505495,0,0.004076464373577833,4.7224782353453345e-4,0,1,5,1.1310264843905842,276.32178083596494,1.1310264843905842,277.32178083596494,0.004076464373577832,277.45280732035553,2.7897546626943776e-4,0.01162980681787007,2020-08-02
FI,FI,FALSE,FALSE,white,0.0022527339197985297,0,0.002258267347583824,-1.9804928025358512e-4,0,12,23,0.9193714368868025,395.1942671987072,0.9193714368868025,407.1942671987072,0.002320979,396.113638635594,9.301137832670104e-5,0.00694508961815643,2020-08-02
FR,FR,FALSE,FALSE,white,0.0019598053886490546,0,0.0019639919904202853,-1.722414312648629e-4,0,73,111,0.9193714368868025,395.1942671987072,0.9193714368868025,468.1942671987072,0.002320979,396.113638635594,8.089257811124491e-5,0.006042891567655674,2020-08-02
GB,GB,FALSE,FALSE,white,0.002286347312183462,0,0.0022920473111163347,-2.010117715953494e-4,0,6,7,0.9193714368868025,395.1942671987072,0.9193714368868025,401.1942671987072,0.002320979,396.113638635594,9.440246989715783e-5,0.007048599320697568,2020-08-02
GD,GD,TRUE,FALSE,black,0.005752491119733212,0.010752688172043012,0.005768061419933274,0.0030613557725922536,1,93,171,1.1310264843905842,276.32178083596494,2.131026484390584,368.32178083596494,0.004076464373577832,277.45280732035553,0.001108584245059474,0.01334216246482256,2020-08-02
GE,GE,FALSE,FALSE,white,0.002172871193307502,0,0.002178018791002594,-1.9101150906617183e-4,0,27,43,0.9193714368868025,395.1942671987072,0.9193714368868025,422.1942671987072,0.002320979,396.113638635594,8.970664084770159e-5,0.006699144786542255,2020-08-02
GF,GF,TRUE,FALSE,black,0.003202370567751902,0.002577319587628866,0.003207190128347434,0.001702192348244948,1,388,688,1.1310264843905842,276.32178083596494,2.131026484390584,663.321780835965,0.004076464373577832,277.45280732035553,6.16133305049157e-4,0.007435642820911137,2020-08-02
GI,GI,TRUE,FALSE,black,0.0036786994864291237,0,0.00369070361691367,4.2755844051907627e-4,0,30,37,1.1310264843905842,276.32178083596494,1.1310264843905842,306.32178083596494,0.004076464373577832,277.45280732035553,2.5257336318463083e-4,0.010534847885036447,2020-08-02
GL,GL,TRUE,FALSE,black,0.004076464373577833,NA,0.0040912099802985265,4.7395606382376045e-4,0,0,1,1.1310264843905842,276.32178083596494,1.1310264843905842,276.32178083596494,0.004076464373577832,277.45280732035553,2.7998468956612474e-4,0.011671638267296891,2020-08-02
GM,GM,TRUE,FALSE,black,0.004076464373577833,NA,0.0040912099802985265,4.7395606382376045e-4,0,0,1,1.1310264843905842,276.32178083596494,1.1310264843905842,276.32178083596494,0.004076464373577832,277.45280732035553,2.7998468956612474e-4,0.011671638267296891,2020-08-02
GN,GN,TRUE,FALSE,black,0.0040472897561340745,0,0.0040618246778505495,4.7055185275916535e-4,0,2,5,1.1310264843905842,276.32178083596494,1.1310264843905842,278.32178083596494,0.004076464373577832,277.45280732035553,2.779734924665505e-4,0.01158827414428687,2020-08-02
GP,GP,TRUE,FALSE,black,0.004032858487662189,0,0.0040472897561340745,4.6886801978117084e-4,0,3,7,1.1310264843905842,276.32178083596494,1.1310264843905842,279.32178083596494,0.004076464373577832,277.45280732035553,2.769786903247084e-4,0.011547037057020093,2020-08-02
GR,GR,FALSE,FALSE,white,0.001681555499547326,0.0014925373134328358,0.0016825246323246292,0.0011061935046491245,2,1340,11272,0.9193714368868025,395.1942671987072,2.9193714368868022,1733.1942671987072,0.002320979,396.113638635594,4.4774334710833693e-4,0.0035543998233526276,2020-08-02
GT,GT,TRUE,FALSE,black,0.0040618246778505495,0,0.004076464373577833,4.7224782353453345e-4,0,1,3,1.1310264843905842,276.32178083596494,1.1310264843905842,277.32178083596494,0.004076464373577832,277.45280732035553,2.7897546626943776e-4,0.01162980681787007,2020-08-02
GW,GW,TRUE,FALSE,black,0.003934651029969232,0,0.003948386803993499,4.574103693249905e-4,0,10,23,1.1310264843905842,276.32178083596494,1.1310264843905842,286.32178083596494,0.004076464373577832,277.45280732035553,2.7020957214967176e-4,0.01126639524467632,2020-08-02
GY,GY,FALSE,FALSE,white,0.0023151343782741524,0,0.002320979,-2.0354907089521358e-4,0,1,5,0.9193714368868025,395.1942671987072,0.9193714368868025,396.1942671987072,0.002320979,396.113638635594,9.559390000972051e-5,0.00713724395465809,2020-08-02
HK,HK,TRUE,FALSE,black,0.0040618246778505495,0,0.004076464373577833,4.7224782353453345e-4,0,1,2,1.1310264843905842,276.32178083596494,1.1310264843905842,277.32178083596494,0.004076464373577832,277.45280732035553,2.7897546626943776e-4,0.01162980681787007,2020-08-02
HN,HN,TRUE,FALSE,black,0.0037644064453178356,0,0.0037769773959093612,4.375530340258645e-4,0,23,80,1.1310264843905842,276.32178083596494,1.1310264843905842,299.32178083596494,0.004076464373577832,277.45280732035553,2.584780409435106e-4,0.010779831860445288,2020-08-02
HR,HR,TRUE,FALSE,black,0.004076464373577833,NA,0.0040912099802985265,4.7395606382376045e-4,0,0,2,1.1310264843905842,276.32178083596494,1.1310264843905842,276.32178083596494,0.004076464373577832,277.45280732035553,2.7998468956612474e-4,0.011671638267296891,2020-08-02
HT,HT,TRUE,FALSE,black,0.003880650506644104,0,0.003894011198669931,4.5111109649585257e-4,0,14,19,1.1310264843905842,276.32178083596494,1.1310264843905842,290.32178083596494,0.004076464373577832,277.45280732035553,2.664880092792434e-4,0.011112069321194129,2020-08-02
HU,HU,FALSE,FALSE,white,0.0017710408058305331,0,0.001774459053631333,-1.556194570085545e-4,0,123,1023,0.9193714368868025,395.1942671987072,0.9193714368868025,518.1942671987072,0.002320979,396.113638635594,7.308701981070969e-5,0.005461369626624722,2020-08-02
ID,ID,FALSE,FALSE,white,0.001899081875647877,0,0.0019030127973271142,-1.6689357671811572e-4,0,88,1284,0.9193714368868025,395.1942671987072,0.9193714368868025,483.1942671987072,0.002320979,396.113638635594,7.83812853025043e-5,0.005855834344544789,2020-08-02
IE,IE,FALSE,FALSE,white,5.259220090544992e-4,0,5.262230324094912e-4,-4.6149581418278155e-5,0,1352,44040,0.9193714368868025,395.1942671987072,0.9193714368868025,1747.1942671987072,0.002320979,396.113638635594,2.1675996286226178e-5,0.001622800894470306,2020-08-02
IL,IL,FALSE,FALSE,white,0.00196819651760163,0,0.0019724190855645906,-1.729804846500805e-4,0,71,173,0.9193714368868025,395.1942671987072,0.9193714368868025,466.1942671987072,0.002320979,396.113638635594,8.123962777923493e-5,0.006068739325258056,2020-08-02
IM,IM,TRUE,FALSE,black,0.0040472897561340745,0,0.0040618246778505495,4.7055185275916535e-4,0,2,2,1.1310264843905842,276.32178083596494,1.1310264843905842,278.32178083596494,0.004076464373577832,277.45280732035553,2.779734924665505e-4,0.01158827414428687,2020-08-02
IN,IN,TRUE,FALSE,black,0.0040618246778505495,0,0.004076464373577833,4.7224782353453345e-4,0,1,1,1.1310264843905842,276.32178083596494,1.1310264843905842,277.32178083596494,0.004076464373577832,277.45280732035553,2.7897546626943776e-4,0.01162980681787007,2020-08-02
IQ,IQ,TRUE,FALSE,black,0.004076464373577833,NA,0.0040912099802985265,4.7395606382376045e-4,0,0,1,1.1310264843905842,276.32178083596494,1.1310264843905842,276.32178083596494,0.004076464373577832,277.45280732035553,2.7998468956612474e-4,0.011671638267296891,2020-08-02
IR,IR,TRUE,FALSE,black,0.004076464373577833,NA,0.0040912099802985265,4.7395606382376045e-4,0,0,1,1.1310264843905842,276.32178083596494,1.1310264843905842,276.32178083596494,0.004076464373577832,277.45280732035553,2.7998468956612474e-4,0.011671638267296891,2020-08-02
IS,IS,TRUE,FALSE,black,0.003802372869093392,0,0.0038151991023932658,4.4198091957683213e-4,0,20,53,1.1310264843905842,276.32178083596494,1.1310264843905842,296.32178083596494,0.004076464373577832,277.45280732035553,2.6109398673714816e-4,0.010888348036663609,2020-08-02
IT,IT,FALSE,FALSE,white,0.0022417480187819573,0,0.0022472275428238792,-1.9708109312145195e-4,0,14,41,0.9193714368868025,395.1942671987072,0.9193714368868025,409.1942671987072,0.002320979,396.113638635594,9.255674717482791e-5,0.006911258670312281,2020-08-02
JE,JE,TRUE,FALSE,black,0.004018529767596974,0,0.004032858487662189,4.6719619476269064e-4,0,4,9,1.1310264843905842,276.32178083596494,1.1310264843905842,280.32178083596494,0.004076464373577832,277.45280732035553,2.759909831213676e-4,0.011506092411779467,2020-08-02
JM,JM,FALSE,FALSE,white,0.0023035329988465355,0,0.0023093191181232857,-2.0252650321030426e-4,0,3,8,0.9193714368868025,395.1942671987072,0.9193714368868025,398.1942671987072,0.002320979,396.113638635594,9.511373727332907e-5,0.0071015198862730555,2020-08-02
JP,JP,FALSE,FALSE,white,0.0014003341151711801,0.0013051422605063951,0.001400665467859468,0.0011640414474218983,5,3831,65014,0.9193714368868025,395.1942671987072,5.919371436886802,4221.194267198707,0.002320979,396.113638635594,6.059241297561457e-4,0.002460391016301823,2020-08-02
KE,KE,TRUE,FALSE,black,0.0039901756312905705,0,0.004004302506746848,4.6388805844643305e-4,0,6,11,1.1310264843905842,276.32178083596494,1.1310264843905842,282.32178083596494,0.004076464373577832,277.45280732035553,2.740365520731165e-4,0.011425068091626356,2020-08-02
KG,KG,TRUE,FALSE,black,0.0040472897561340745,0,0.0040618246778505495,4.7055185275916535e-4,0,2,2,1.1310264843905842,276.32178083596494,1.1310264843905842,278.32178083596494,0.004076464373577832,277.45280732035553,2.779734924665505e-4,0.01158827414428687,2020-08-02
KH,KH,TRUE,FALSE,black,0.0032835455550190426,0,0.003293105953085483,3.814977825130113e-4,0,67,92,1.1310264843905842,276.32178083596494,1.1310264843905842,343.32178083596494,0.004076464373577832,277.45280732035553,2.2536163020861512e-4,0.009405072665487624,2020-08-02
KI,KI,TRUE,FALSE,black,0.004076464373577833,NA,0.0040912099802985265,4.7395606382376045e-4,0,0,2,1.1310264843905842,276.32178083596494,1.1310264843905842,276.32178083596494,0.004076464373577832,277.45280732035553,2.7998468956612474e-4,0.011671638267296891,2020-08-02
KN,KN,TRUE,FALSE,black,0.004032858487662189,0,0.0040472897561340745,4.6886801978117084e-4,0,3,4,1.1310264843905842,276.32178083596494,1.1310264843905842,279.32178083596494,0.004076464373577832,277.45280732035553,2.769786903247084e-4,0.011547037057020093,2020-08-02
KR,KR,FALSE,FALSE,white,0.0014717823508807952,0.0011013215859030838,0.0014729117860330678,7.055190043513142e-4,1,908,38121,0.9193714368868025,395.1942671987072,1.9193714368868025,1302.1942671987072,0.002320979,396.113638635594,2.483184086180202e-4,0.003534616436145467,2020-08-02
KW,KW,TRUE,FALSE,black,0.004032858487662189,0,0.0040472897561340745,4.6886801978117084e-4,0,3,4,1.1310264843905842,276.32178083596494,1.1310264843905842,279.32178083596494,0.004076464373577832,277.45280732035553,2.769786903247084e-4,0.011547037057020093,2020-08-02
KY,KY,TRUE,FALSE,black,0.004032858487662189,0,0.0040472897561340745,4.6886801978117084e-4,0,3,5,1.1310264843905842,276.32178083596494,1.1310264843905842,279.32178083596494,0.004076464373577832,277.45280732035553,2.769786903247084e-4,0.011547037057020093,2020-08-02
KZ,KZ,TRUE,FALSE,black,0.006315035578789918,0.016666666666666666,0.0063338050330533115,0.0033616199947877692,1,60,153,1.1310264843905842,276.32178083596494,2.131026484390584,335.32178083596494,0.004076464373577832,277.45280732035553,0.001217433571995814,0.014643358951753838,2020-08-02
LB,LB,FALSE,FALSE,white,0.0023151343782741524,0,0.002320979,-2.0354907089521358e-4,0,1,4,0.9193714368868025,395.1942671987072,0.9193714368868025,396.1942671987072,0.002320979,396.113638635594,9.559390000972051e-5,0.00713724395465809,2020-08-02
LC,LC,TRUE,FALSE,black,0.002988553559422231,0,0.0029964712474125224,3.471334213163715e-4,0,101,325,1.1310264843905842,276.32178083596494,1.1310264843905842,377.32178083596494,0.004076464373577832,277.45280732035553,2.0506017534639622e-4,0.008561378006416764,2020-08-02
LI,LI,TRUE,FALSE,black,0.003934651029969232,0,0.003948386803993499,4.574103693249905e-4,0,10,75,1.1310264843905842,276.32178083596494,1.1310264843905842,286.32178083596494,0.004076464373577832,277.45280732035553,2.7020957214967176e-4,0.01126639524467632,2020-08-02
LK,LK,TRUE,FALSE,black,0.0040618246778505495,0,0.004076464373577833,4.7224782353453345e-4,0,1,4,1.1310264843905842,276.32178083596494,1.1310264843905842,277.32178083596494,0.004076464373577832,277.45280732035553,2.7897546626943776e-4,0.01162980681787007,2020-08-02
LS,LS,TRUE,FALSE,black,0.0039761480825070685,0,0.0039901756312905705,4.6225149656923083e-4,0,7,16,1.1310264843905842,276.32178083596494,1.1310264843905842,283.32178083596494,0.004076464373577832,277.45280732035553,2.7306968015872076e-4,0.011384982347212746,2020-08-02
LT,LT,FALSE,FALSE,white,0.0023035329988465355,0,0.0023093191181232857,-2.0252650321030426e-4,0,3,4,0.9193714368868025,395.1942671987072,0.9193714368868025,398.1942671987072,0.002320979,396.113638635594,9.511373727332907e-5,0.0071015198862730555,2020-08-02
LU,LU,FALSE,FALSE,white,0.0017375689639328748,0,0.001740859106123525,-1.5267275301108523e-4,0,133,655,0.9193714368868025,395.1942671987072,0.9193714368868025,528.1942671987072,0.002320979,396.113638635594,7.170324912080694e-5,0.005358242293408193,2020-08-02
LV,LV,FALSE,FALSE,white,0.0021988554113827378,0,0.0022041270093543968,-1.9330119095826943e-4,0,22,167,0.9193714368868025,395.1942671987072,0.9193714368868025,417.1942671987072,0.002320979,396.113638635594,9.078181419189855e-5,0.006779167821509369,2020-08-02
LY,LY,TRUE,FALSE,black,0.0038411129263239197,0,0.0038542022982110003,4.464993386399798e-4,0,17,37,1.1310264843905842,276.32178083596494,1.1310264843905842,293.32178083596494,0.004076464373577832,277.45280732035553,2.637634236374709e-4,0.010999071184206288,2020-08-02
