eb_type,country,isCtryFlagged,isCtryGrey,color,eb_prev,prev,h,hm,num_pos,num_tested,num_arrivals,alpha,beta,alpha.post,beta.post,p0,S0,low,up,date
NG,NG,TRUE,FALSE,black,0.00781,NA,0.007899703077074851,-0.003585966202675667,0,0,2,0.6877877888232597,87.37722998624201,0.6877877888232597,87.37722998624201,0.00781,88.06501777506527,1.2839401533118217e-4,0.0266496723211207,2020-08-09
NI,NI,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,1,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
NL*,NL,FALSE,TRUE,grey,0.0022459292838646035,0.0017809439002671415,0.0022474696461019083,0.0015616233692973933,2,1123,21051,1.2769291342854348,334.77574800378295,3.2769291342854348,1455.775748003783,0.0037997886080247,336.05267713806836,6.605809210672646e-4,0.004592889790730828,2020-08-09
NO,NO,FALSE,FALSE,white,0.002360520529587366,0.002398081534772182,0.002363427167793262,0.0011320724011376153,1,417,650,0.9193714368868025,395.1942671987072,1.9193714368868025,811.1942671987072,0.002320979,396.113638635594,3.985056640525115e-4,0.005666772636719639,2020-08-09
NR,NR,TRUE,FALSE,black,0.006192659062245898,0,0.006248922707020858,-0.00283661618821335,0,23,36,0.6877877888232597,87.37722998624201,0.6877877888232597,110.37722998624201,0.00781,88.06501777506527,1.0160332347632591e-4,0.02114797731217022,2020-08-09
NZ,NZ,FALSE,FALSE,white,8.25204364262802e-4,0,8.259457120781736e-4,-7.243515874266756e-5,0,718,4995,0.9193714368868025,395.1942671987072,0.9193714368868025,1113.1942671987072,0.002320979,396.113638635594,3.4021411506542165e-5,0.0025458943737798234,2020-08-09
OM,OM,TRUE,FALSE,black,0.007234919899248791,0,0.007311833932439636,-0.003319110744478075,0,7,12,0.6877877888232597,87.37722998624201,0.6877877888232597,94.37722998624201,0.00781,88.06501777506527,1.1885581410280504e-4,0.02469446193521352,2020-08-09
PA,PA,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,1,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
PE,PE,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,2,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
PF,PF,TRUE,FALSE,black,0.007159607157245357,0,0.007234919899248791,-0.003284196631777529,0,8,10,0.6877877888232597,87.37722998624201,0.6877877888232597,95.37722998624201,0.00781,88.06501777506527,1.1760768514425924e-4,0.0244383220253106,2020-08-09
PH,PH,TRUE,FALSE,black,0.029194452505186128,0.5,0.02951504160974544,0.018533876455085883,2,4,10,0.6877877888232597,87.37722998624201,2.6877877888232597,89.37722998624201,0.00781,88.06501777506527,0.007310029630998466,0.0625179233275096,2020-08-09
PK,PK,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,3,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-09
PL,PL,FALSE,FALSE,white,0.0014676745361262044,0.0012554927809165098,0.0014684127607968694,9.654234041692062e-4,2,1593,25686,0.9193714368868025,395.1942671987072,2.9193714368868022,1986.1942671987072,0.002320979,396.113638635594,3.907487922355758e-4,0.003102564178355273,2020-08-09
PR,PR,TRUE,FALSE,black,0.00781,NA,0.007899703077074851,-0.003585966202675667,0,0,1,0.6877877888232597,87.37722998624201,0.6877877888232597,87.37722998624201,0.00781,88.06501777506527,1.2839401533118217e-4,0.0266496723211207,2020-08-09
PS,PS,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,9,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-09
PT,PT,FALSE,FALSE,white,0.002142489434290711,0,0.0021474939219802854,-1.8833448840864368e-4,0,33,54,0.9193714368868025,395.1942671987072,0.9193714368868025,428.1942671987072,0.002320979,396.113638635594,8.844957899347067e-5,0.006605576080896759,2020-08-09
PW,PW,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,3,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
PY,PY,TRUE,FALSE,black,0.00781,NA,0.007899703077074851,-0.003585966202675667,0,0,1,0.6877877888232597,87.37722998624201,0.6877877888232597,87.37722998624201,0.00781,88.06501777506527,1.2839401533118217e-4,0.0266496723211207,2020-08-09
QA,QA,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,7,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-09
RO*,RO,FALSE,TRUE,grey,0.0026384300759028432,0.002477291494632535,0.002639387050754206,0.0022766808869249242,6,2422,9589,1.2769291342854348,334.77574800378295,7.276929134285435,2750.775748003783,0.0037997886080247,336.05267713806836,0.0012613386075312758,0.004422480911276177,2020-08-09
RS,RS,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,2,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-09
RU,RU,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,3,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-09
RW,RW,FALSE,FALSE,white,0.0012406419260650504,0.001021972406745018,0.00124116938439261,8.1601985778212e-4,2,1957,8459,0.9193714368868025,395.1942671987072,2.9193714368868022,2350.194267198707,0.002320979,396.113638635594,3.302639859042792e-4,0.002622863025464398,2020-08-09
SB,SB,TRUE,FALSE,black,0.007552711300426326,0,0.007636569733889239,-0.003466520286005839,0,3,7,0.6877877888232597,87.37722998624201,0.6877877888232597,90.37722998624201,0.00781,88.06501777506527,1.2412499278354855e-4,0.025775059943105916,2020-08-09
SE,SE,FALSE,FALSE,white,7.644107280164015e-4,5.842827928717499e-4,7.64610934401115e-4,5.027014956979361e-4,2,3423,14081,0.9193714368868025,395.1942671987072,2.9193714368868022,3816.194267198707,0.002320979,396.113638635594,2.034370910766416e-4,0.001616351872931133,2020-08-09
SI,SI,FALSE,FALSE,white,0.0021575733643039645,0,0.0021626486504585764,-1.896635529548655e-4,0,30,160,0.9193714368868025,395.1942671987072,0.9193714368868025,425.1942671987072,0.002320979,396.113638635594,8.907367503627993e-5,0.006652031412563115,2020-08-09
SK,SK,FALSE,FALSE,white,0.002280675593112081,0,0.002286347312183462,-2.0051188362269222e-4,0,7,12,0.9193714368868025,395.1942671987072,0.9193714368868025,402.1942671987072,0.002320979,396.113638635594,9.416773885310457e-5,0.007031133970170855,2020-08-09
SL,SL,TRUE,FALSE,black,0.00687340895066174,0,0.006942791757075487,-0.0031515889078588977,0,12,49,0.6877877888232597,87.37722998624201,0.6877877888232597,99.37722998624201,0.00781,88.06501777506527,1.1286673869320662e-4,0.02346477845976558,2020-08-09
SM,SM,FALSE,FALSE,white,0.0025086096234143264,0.0027100271002710027,0.002511892655540142,0.001203186791075262,1,369,1282,0.9193714368868025,395.1942671987072,1.9193714368868025,763.1942671987072,0.002320979,396.113638635594,4.2354871958248967e-4,0.0060218873503516245,2020-08-09
SN,SN,TRUE,FALSE,black,0.0048213551858179386,0.003816793893129771,0.004835167383948101,0.001970371574920936,1,262,381,0.6877877888232597,87.37722998624201,1.6877877888232597,348.377229986242,0.00781,88.06501777506527,6.821847121126716e-4,0.012051639566725392,2020-08-09
SO,SO,TRUE,FALSE,black,0.0037382399431864326,0.0036448841447539702,0.0037391916178471803,0.0034846133470001206,14,3841,18112,0.6877877888232597,87.37722998624201,14.68778778882326,3914.377229986242,0.00781,88.06501777506527,0.0022928906443953185,0.005469778232092395,2020-08-09
SS,SS,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,3,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
ST,ST,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,1,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
SV,SV,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,6,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-09
SY,SY,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,1,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
SZ,SZ,TRUE,FALSE,black,0.007552711300426326,0,0.007636569733889239,-0.003466520286005839,0,3,5,0.6877877888232597,87.37722998624201,0.6877877888232597,90.37722998624201,0.00781,88.06501777506527,1.2412499278354855e-4,0.025775059943105916,2020-08-09
TD,TD,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,9,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-09
TF,TF,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,5,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-09
TH,TH,FALSE,FALSE,white,0.004361081476223023,0.022727272727272728,0.004371013031730553,0.002093698204736835,1,44,61,0.9193714368868025,395.1942671987072,1.9193714368868025,438.1942671987072,0.002320979,396.113638635594,7.37241828006533e-4,0.010460132796990429,2020-08-09
TJ,TJ,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,4,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-09
TL,TL,TRUE,FALSE,black,0.011133168491635408,0.012012012012012012,0.011159671932818404,0.008779088076308181,4,333,630,0.6877877888232597,87.37722998624201,4.687787788823259,416.377229986242,0.00781,88.06501777506527,0.004239605501241717,0.020637945425483695,2020-08-09
TN,TN,FALSE,FALSE,white,0.002263828026006669,0,0.002269416156867015,-1.9902702704542658e-4,0,10,21,0.9193714368868025,395.1942671987072,0.9193714368868025,405.1942671987072,0.002320979,396.113638635594,9.347049774626529e-5,0.006979253402134122,2020-08-09
TO,TO,TRUE,FALSE,black,0.018739659753784315,0.5,0.018950064020486553,0.007722311250869289,1,2,2,0.6877877888232597,87.37722998624201,1.6877877888232597,88.37722998624201,0.00781,88.06501777506527,0.002678695729247068,0.046540393357240695,2020-08-09
TR,TR,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,1,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
TT,TT,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,10,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-09
TV,TV,TRUE,FALSE,black,0.0067387220794791055,0,0.006805399177329889,-0.0030892213552231635,0,14,16,0.6877877888232597,87.37722998624201,0.6877877888232597,101.37722998624201,0.00781,88.06501777506527,1.1063676932093674e-4,0.02300652428727501,2020-08-09
TW,TW,TRUE,FALSE,black,0.007234919899248791,0,0.007311833932439636,-0.003319110744478075,0,7,14,0.6877877888232597,87.37722998624201,0.6877877888232597,94.37722998624201,0.00781,88.06501777506527,1.1885581410280504e-4,0.02469446193521352,2020-08-09
TZ,TZ,TRUE,FALSE,black,0.012877484911495249,0.023255813953488372,0.012976492970170684,0.0052880305603211575,1,43,70,0.6877877888232597,87.37722998624201,1.6877877888232597,129.377229986242,0.00781,88.06501777506527,0.0018328261784984461,0.032069313742021266,2020-08-09
UA,UA,TRUE,FALSE,black,0.014927586109622273,0.04,0.015060790801023693,0.006137399542502853,1,25,41,0.6877877888232597,87.37722998624201,1.6877877888232597,111.37722998624201,0.00781,88.06501777506527,0.0021278121197103234,0.03713925265036555,2020-08-09
UG,UG,TRUE,FALSE,black,0.005634601963444411,0,0.005681143913109122,-0.0025788804802128725,0,34,51,0.6877877888232597,87.37722998624201,0.6877877888232597,121.37722998624201,0.00781,88.06501777506527,9.238396165736466e-5,0.01924754917469529,2020-08-09
US,US,TRUE,FALSE,black,0.0019591464657522212,0,0.0019647429874446887,-8.918692109285613e-4,0,263,726,0.6877877888232597,87.37722998624201,0.6877877888232597,350.377229986242,0.00781,88.06501777506527,3.197762781253292e-5,0.0067044984097952,2020-08-09
UY,UY,FALSE,FALSE,white,5.731336077092327e-4,0,5.734911204855553e-4,-5.029497670659225e-5,0,1208,1652,0.9193714368868025,395.1942671987072,0.9193714368868025,1603.1942671987072,0.002320979,396.113638635594,2.3622974975475705e-5,0.0017684366779980945,2020-08-09
UZ,UZ,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,2,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-09
VA,VA,FALSE,FALSE,white,0.00151184150210735,0,0.0015143317138336175,-1.3280637755791382e-4,0,212,691,0.9193714368868025,395.1942671987072,0.9193714368868025,607.1942671987072,0.002320979,396.113638635594,6.237385289093298e-5,0.004662681326928708,2020-08-09
VE,VE,TRUE,FALSE,black,0.00781,NA,0.007899703077074851,-0.003585966202675667,0,0,1,0.6877877888232597,87.37722998624201,0.6877877888232597,87.37722998624201,0.00781,88.06501777506527,1.2839401533118217e-4,0.0266496723211207,2020-08-09
VN,VN,TRUE,FALSE,black,0.006942791757075487,0,0.007013589600328831,-0.0031837266566643665,0,11,22,0.6877877888232597,87.37722998624201,0.6877877888232597,98.37722998624201,0.00781,88.06501777506527,1.1401577654981498e-4,0.023700819819671426,2020-08-09
VU,VU,TRUE,FALSE,black,0.006609212236045557,0,0.006673338865805325,-0.0030292743155405965,0,16,23,0.6877877888232597,87.37722998624201,0.6877877888232597,103.37722998624201,0.00781,88.06501777506527,1.0849320994534864e-4,0.022565825297935493,2020-08-09
WF,WF,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,3,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-09
WS,WS,TRUE,FALSE,black,0.007311833932439636,0,0.0073904008752850355,-0.003354775173753748,0,6,10,0.6877877888232597,87.37722998624201,0.6877877888232597,93.37722998624201,0.00781,88.06501777506527,1.2013071906470453e-4,0.024956027634738476,2020-08-09
XK,XK,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,12,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-09
ZA,ZA,TRUE,FALSE,black,0.005681143913109122,0,0.005728461141877225,-0.0026003595132235054,0,33,48,0.6877877888232597,87.37722998624201,0.6877877888232597,120.37722998624201,0.00781,88.06501777506527,9.315237384887172e-5,0.019406085675439,2020-08-09
ZM,ZM,TRUE,FALSE,black,0.00781,NA,0.007899703077074851,-0.003585966202675667,0,0,1,0.6877877888232597,87.37722998624201,0.6877877888232597,87.37722998624201,0.00781,88.06501777506527,1.2839401533118217e-4,0.0266496723211207,2020-08-09
ZW,ZW,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,8,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-09
AD,AD,FALSE,FALSE,white,0.004014467025797811,0.012195121951219513,0.004022881094691917,0.0019269443638541476,1,82,149,0.9193714368868025,395.1942671987072,1.9193714368868025,476.1942671987072,0.002320979,396.113638635594,6.784870122112467e-4,0.009630252523682437,2020-08-10
AE,AE,FALSE,FALSE,white,0.0014717823508807952,0.0011013215859030838,0.0014729117860330678,7.055190043513142e-4,1,908,2171,0.9193714368868025,395.1942671987072,1.9193714368868025,1302.1942671987072,0.002320979,396.113638635594,2.483184086180202e-4,0.003534616436145467,2020-08-10
AI,AI,TRUE,FALSE,black,0.00781,NA,0.007899703077074851,-0.003585966202675667,0,0,1,0.6877877888232597,87.37722998624201,0.6877877888232597,87.37722998624201,0.00781,88.06501777506527,1.2839401533118217e-4,0.0266496723211207,2020-08-10
AL,AL,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,2,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-10
AM,AM,TRUE,FALSE,black,0.0051302554554330665,0,0.0051688099571436915,-0.0023463132263996504,0,46,6925,0.6877877888232597,87.37722998624201,0.6877877888232597,133.377229986242,0.00781,88.06501777506527,8.406277345337339e-5,0.017529110830499572,2020-08-10
AQ,AQ,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,1,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-10
AS,AS,TRUE,FALSE,black,0.009640919758120021,0.011494252873563218,0.009696306646774344,0.003951326909994347,1,87,143,0.6877877888232597,87.37722998624201,1.6877877888232597,173.377229986242,0.00781,88.06501777506527,0.001368923767931165,0.024045271080575414,2020-08-10
AT,AT,FALSE,FALSE,white,0.0023035329988465355,0,0.0023093191181232857,-2.0252650321030426e-4,0,3,5,0.9193714368868025,395.1942671987072,0.9193714368868025,398.1942671987072,0.002320979,396.113638635594,9.511373727332907e-5,0.0071015198862730555,2020-08-10
AU,AU,FALSE,FALSE,white,0.0022417480187819573,0,0.0022472275428238792,-1.9708109312145195e-4,0,14,27,0.9193714368868025,395.1942671987072,0.9193714368868025,409.1942671987072,0.002320979,396.113638635594,9.255674717482791e-5,0.006911258670312281,2020-08-10
AX,AX,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,1,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-10
AZ,AZ,TRUE,FALSE,black,0.00781,NA,0.007899703077074851,-0.003585966202675667,0,0,2,0.6877877888232597,87.37722998624201,0.6877877888232597,87.37722998624201,0.00781,88.06501777506527,1.2839401533118217e-4,0.0266496723211207,2020-08-10
BA,BA,TRUE,FALSE,black,0.007552711300426326,0,0.007636569733889239,-0.003466520286005839,0,3,5,0.6877877888232597,87.37722998624201,0.6877877888232597,90.37722998624201,0.00781,88.06501777506527,1.2412499278354855e-4,0.025775059943105916,2020-08-10
BD,BD,TRUE,FALSE,black,0.007470674588948366,0,0.007552711300426326,-0.003428453854233231,0,4,4,0.6877877888232597,87.37722998624201,0.6877877888232597,91.37722998624201,0.00781,88.06501777506527,1.227643790882969e-4,0.02549614088610841,2020-08-10
BE,BE,FALSE,FALSE,white,0.0015461841793571415,0.0013404825737265416,0.001547003517497517,0.0010170937232346702,2,1492,7443,0.9193714368868025,395.1942671987072,2.9193714368868022,1885.1942671987072,0.002320979,396.113638635594,4.116683527052351e-4,0.0032684289421996524,2020-08-10
BF,BF,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,19,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-10
BG*,BG,FALSE,TRUE,grey,0.005862202517656056,0.008908685968819599,0.005868353175319874,0.004819147242005124,4,449,578,1.5931376186370008,503.5086017517321,5.593137618637001,948.5086017517322,0.003154092521286731,505.1017393703691,0.002465878185294959,0.010424862196690254,2020-08-10
BH,BH,TRUE,FALSE,black,0.007552711300426326,0,0.007636569733889239,-0.003466520286005839,0,3,3,0.6877877888232597,87.37722998624201,0.6877877888232597,90.37722998624201,0.00781,88.06501777506527,1.2412499278354855e-4,0.025775059943105916,2020-08-10
BI,BI,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,3,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-10
BJ,BJ,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,2,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-10
BL,BL,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,8,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-10
BM,BM,TRUE,FALSE,black,0.006424019750953994,0,0.006484586560687412,-0.0029435926917851132,0,19,29,0.6877877888232597,87.37722998624201,0.6877877888232597,106.37722998624201,0.00781,88.06501777506527,1.054292131975688e-4,0.021935547812341416,2020-08-10
BO,BO,TRUE,FALSE,black,0.006546306310019872,0,0.006609212236045557,-0.0030001648762659275,0,17,51,0.6877877888232597,87.37722998624201,0.6877877888232597,104.37722998624201,0.00781,88.06501777506527,1.0745227953554375e-4,0.02235174675952556,2020-08-10
BR,BR,TRUE,FALSE,black,0.0067387220794791055,0,0.006805399177329889,-0.0030892213552231635,0,14,18,0.6877877888232597,87.37722998624201,0.6877877888232597,101.37722998624201,0.00781,88.06501777506527,1.1063676932093674e-4,0.02300652428727501,2020-08-10
BS,BS,TRUE,FALSE,black,0.009169519603588135,0.010416666666666666,0.009219608472095252,0.0037570683748456785,1,96,185,0.6877877888232597,87.37722998624201,1.6877877888232597,182.377229986242,0.00781,88.06501777506527,0.001301540447228058,0.02287455067627009,2020-08-10
BT,BT,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,3,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-10
BV,BV,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,4,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-10
BW,BW,TRUE,FALSE,black,0.007311833932439636,0,0.0073904008752850355,-0.003354775173753748,0,6,8,0.6877877888232597,87.37722998624201,0.6877877888232597,93.37722998624201,0.00781,88.06501777506527,1.2013071906470453e-4,0.024956027634738476,2020-08-10
BY,BY,TRUE,FALSE,black,0.006137399542502853,0,0.006192659062245898,-0.002811076047446811,0,24,35,0.6877877888232597,87.37722998624201,0.6877877888232597,111.37722998624201,0.00781,88.06501777506527,1.0068984733208641e-4,0.02095984221057401,2020-08-10
BZ,BZ,TRUE,FALSE,black,0.0036186974166768048,0,0.003637837379528008,-0.0016513483818999548,0,102,206,0.6877877888232597,87.37722998624201,0.6877877888232597,189.377229986242,0.00781,88.06501777506527,5.9185165325070925e-5,0.0123736448701941,2020-08-10
CA,CA,FALSE,FALSE,white,0.002662410926726697,0.0027881040892193307,0.0026642207195644524,0.0019844635793020153,3,1076,3727,0.9193714368868025,395.1942671987072,3.9193714368868022,1468.1942671987072,0.002320979,396.113638635594,8.975993219775781e-4,0.005184054341676098,2020-08-10
CD,CD,TRUE,FALSE,black,0.007552711300426326,0,0.007636569733889239,-0.003466520286005839,0,3,74,0.6877877888232597,87.37722998624201,0.6877877888232597,90.37722998624201,0.00781,88.06501777506527,1.2412499278354855e-4,0.025775059943105916,2020-08-10
CH,CH,FALSE,FALSE,white,0.001993806645162707,0,0.0019981399369361805,-1.752361945894298e-4,0,65,93,0.9193714368868025,395.1942671987072,0.9193714368868025,460.1942671987072,0.002320979,396.113638635594,8.22988769178563e-5,0.006147626568675391,2020-08-10
CI,CI,TRUE,FALSE,black,0.0073904008752850355,0,0.007470674588948366,-0.0033912143691705154,0,5,17,0.6877877888232597,87.37722998624201,0.6877877888232597,92.37722998624201,0.00781,88.06501777506527,1.2143327100514603e-4,0.02522319335964096,2020-08-10
CK,CK,TRUE,FALSE,black,0.007722311250869289,0,0.00781,-0.003545246671887234,0,1,2,0.6877877888232597,87.37722998624201,0.6877877888232597,88.37722998624201,0.00781,88.06501777506527,1.2693875011892587e-4,0.026351613996140166,2020-08-10
CL,CL,TRUE,FALSE,black,0.007636569733889239,0,0.007722311250869289,-0.0035054415187479758,0,2,2,0.6877877888232597,87.37722998624201,0.6877877888232597,89.37722998624201,0.00781,88.06501777506527,1.2551610412406557e-4,0.02606014865207673,2020-08-10
CN,CN,FALSE,FALSE,white,0.00195148550474875,0,0.001955636597898084,-1.7150866617527836e-4,0,75,155,0.9193714368868025,395.1942671987072,0.9193714368868025,470.1942671987072,0.002320979,396.113638635594,8.054848097109812e-5,0.0060172630552560455,2020-08-10
CO,CO,TRUE,FALSE,black,0.0052081764345041385,0.00423728813559322,0.005224297574670823,0.002128945416498587,1,236,2144,0.6877877888232597,87.37722998624201,1.6877877888232597,322.377229986242,0.00781,88.06501777506527,7.371246897653955e-4,0.013016236865992403,2020-08-10
CR,CR,TRUE,FALSE,black,0.00781,NA,0.007899703077074851,-0.003585966202675667,0,0,1,0.6877877888232597,87.37722998624201,0.6877877888232597,87.37722998624201,0.00781,88.06501777506527,1.2839401533118217e-4,0.0266496723211207,2020-08-10
CU,CU,FALSE,FALSE,white,9.003615289237163e-4,0,9.012441379731629e-4,-7.90388051482564e-5,0,625,1529,0.9193714368868025,395.1942671987072,0.9193714368868025,1020.1942671987072,0.002320979,396.113638635594,3.712283800583343e-5,0.0027776623789427953,2020-08-10
CV,CV,TRUE,FALSE,black,0.007552711300426326,0,0.007636569733889239,-0.003466520286005839,0,3,3,0.6877877888232597,87.37722998624201,0.6877877888232597,90.37722998624201,0.00781,88.06501777506527,1.2412499278354855e-4,0.025775059943105916,2020-08-10
CW,CW,TRUE,FALSE,black,0.007470674588948366,0,0.007552711300426326,-0.003428453854233231,0,4,6,0.6877877888232597,87.37722998624201,0.6877877888232597,91.37722998624201,0.00781,88.06501777506527,1.227643790882969e-4,0.02549614088610841,2020-08-10
CY,CY,FALSE,FALSE,white,7.103222490139129e-4,4.336513443191674e-4,7.105852228624966e-4,3.40367552011326e-4,1,2306,70143,0.9193714368868025,395.1942671987072,1.9193714368868025,2700.194267198707,0.002320979,396.113638635594,1.1978348084566057e-4,0.001706476070668295,2020-08-10
CZ,CZ,FALSE,FALSE,white,0.006449049789120863,0.00788091068301226,0.0064532453473587345,0.005802675360296723,9,1142,4048,0.9193714368868025,395.1942671987072,9.919371436886802,1528.1942671987072,0.002320979,396.113638635594,0.0034950085655505616,0.010128973701111432,2020-08-10
