"date","country","cases_metric"
2020-10-05,"DK",75.397
2020-10-06,"DK",73.991
2020-10-07,"DK",72.191
2020-10-08,"DK",67.135
2020-10-09,"DK",68.22
2020-10-10,"DK",66.913
2020-10-11,"DK",68.713
2020-10-12,"DK",67.751
2020-10-13,"DK",68.022
2020-10-14,"DK",67.233
2020-10-15,"DK",71.179
2020-10-16,"DK",70.809
2020-10-17,"DK",69.256
2020-10-18,"DK",70.661
2020-10-19,"DK",73.448
2020-10-20,"DK",75.002
2020-10-21,"DK",80.971
2020-10-22,"DK",84.35
2020-10-23,"DK",92.514
2020-10-24,"DK",103.341
2020-10-25,"DK",110.444
2020-10-26,"DK",122.579
2020-10-27,"DK",137.475
2020-10-28,"DK",142.827
2020-10-29,"DK",152.372
2020-10-30,"DK",154.765
2020-10-31,"DK",162.953
2020-11-01,"DK",171.289
2020-08-06,"DM",0
2020-08-07,"DM",0
2020-08-08,"DM",0
2020-08-09,"DM",0
2020-08-10,"DM",0
2020-08-11,"DM",0
2020-08-12,"DM",0
2020-08-13,"DM",0
2020-08-14,"DM",0
2020-08-15,"DM",0
2020-08-16,"DM",0
2020-08-17,"DM",0
2020-08-18,"DM",0
2020-08-19,"DM",0
2020-08-20,"DM",0
2020-08-21,"DM",0
2020-08-22,"DM",0
2020-08-23,"DM",0
2020-08-24,"DM",1.984
2020-08-25,"DM",0
2020-08-26,"DM",0
2020-08-27,"DM",0
2020-08-28,"DM",0
2020-08-29,"DM",0
2020-08-30,"DM",1.984
2020-08-31,"DM",0
2020-09-01,"DM",0
2020-09-02,"DM",0
2020-09-03,"DM",0
2020-09-04,"DM",0
2020-09-05,"DM",0
2020-09-06,"DM",3.969
2020-09-07,"DM",0
2020-09-08,"DM",0
2020-09-09,"DM",0
2020-09-10,"DM",0
2020-09-11,"DM",0
2020-09-12,"DM",0
2020-09-13,"DM",0
2020-09-14,"DM",3.969
2020-09-15,"DM",3.969
2020-09-16,"DM",0
2020-09-17,"DM",0
2020-09-18,"DM",0
2020-09-19,"DM",0
2020-09-20,"DM",0
2020-09-21,"DM",0
2020-09-22,"DM",0
2020-09-23,"DM",0
2020-09-24,"DM",0
2020-09-25,"DM",0
2020-09-26,"DM",0
2020-09-27,"DM",0
2020-09-28,"DM",0
2020-09-29,"DM",0
2020-09-30,"DM",0
2020-10-01,"DM",0
2020-10-02,"DM",0
2020-10-03,"DM",0
2020-10-04,"DM",13.891
2020-10-05,"DM",0
2020-10-06,"DM",0
2020-10-07,"DM",0
2020-10-08,"DM",0
2020-10-09,"DM",0
2020-10-10,"DM",0
2020-10-11,"DM",0
2020-10-12,"DM",0
2020-10-13,"DM",0
2020-10-14,"DM",0
2020-10-15,"DM",0
2020-10-16,"DM",0
2020-10-17,"DM",0
2020-10-18,"DM",0
2020-10-19,"DM",0
2020-10-20,"DM",0
2020-10-21,"DM",0
2020-10-22,"DM",0
2020-10-23,"DM",0
2020-10-24,"DM",0
2020-10-25,"DM",0
2020-10-26,"DM",0
2020-10-27,"DM",0
2020-10-28,"DM",0
2020-10-29,"DM",0
2020-10-30,"DM",0
2020-10-31,"DM",0
2020-11-01,"DM",0
2020-08-06,"DO",124.817
2020-08-07,"DO",113.531
2020-08-08,"DO",0
2020-08-09,"DO",96.964
2020-08-10,"DO",98.623
2020-08-11,"DO",0
2020-08-12,"DO",0
2020-08-13,"DO",86.442
2020-08-14,"DO",86.89
2020-08-15,"DO",89.273
2020-08-16,"DO",0
2020-08-17,"DO",86.613
2020-08-18,"DO",0
2020-08-19,"DO",79.397
2020-08-20,"DO",0
2020-08-21,"DO",0
2020-08-22,"DO",0
2020-08-23,"DO",0
2020-08-24,"DO",0
2020-08-25,"DO",0
2020-08-26,"DO",67.083
2020-08-27,"DO",58.339
2020-08-28,"DO",0
2020-08-29,"DO",0
2020-08-30,"DO",0
2020-08-31,"DO",0
2020-09-01,"DO",40.916
2020-09-02,"DO",0
2020-09-03,"DO",0
2020-09-04,"DO",48.265
2020-09-05,"DO",42.655
2020-09-06,"DO",66.425
2020-09-07,"DO",0
2020-09-08,"DO",0
2020-09-09,"DO",0
2020-09-10,"DO",69.928
2020-09-11,"DO",66.991
2020-09-12,"DO",0
2020-09-13,"DO",0
2020-09-14,"DO",56.983
2020-09-15,"DO",0
2020-09-16,"DO",0
2020-09-17,"DO",60.367
2020-09-18,"DO",58.207
2020-09-19,"DO",0
2020-09-20,"DO",60.683
2020-09-21,"DO",0
2020-09-22,"DO",61.539
2020-09-23,"DO",0
2020-09-24,"DO",0
2020-09-25,"DO",0
2020-09-26,"DO",0
2020-09-27,"DO",0
2020-09-28,"DO",0
2020-09-29,"DO",0
2020-09-30,"DO",0
2020-10-01,"DO",0
2020-10-02,"DO",0
2020-10-03,"DO",0
2020-10-04,"DO",0
2020-10-05,"DO",40.745
2020-10-06,"DO",0
2020-10-07,"DO",0
2020-10-08,"DO",0
2020-10-09,"DO",54.573
2020-10-10,"DO",0
2020-10-11,"DO",0
2020-10-12,"DO",0
2020-10-13,"DO",0
2020-10-14,"DO",0
2020-10-15,"DO",0
2020-10-16,"DO",42.062
2020-10-17,"DO",39.415
2020-10-18,"DO",0
2020-10-19,"DO",0
2020-10-20,"DO",0
2020-10-21,"DO",0
2020-10-22,"DO",36.031
2020-10-23,"DO",0
2020-10-24,"DO",0
2020-10-25,"DO",0
2020-10-26,"DO",0
2020-10-27,"DO",0
2020-10-28,"DO",0
2020-10-29,"DO",0
2020-10-30,"DO",40.034
2020-10-31,"DO",0
2020-11-01,"DO",0
2020-08-06,"DZ",12.464
2020-08-07,"DZ",12.363
2020-08-08,"DZ",12.253
2020-08-09,"DZ",12.194
2020-08-10,"DZ",12.038
2020-08-11,"DZ",12.184
2020-08-12,"DZ",0
2020-08-13,"DZ",11.871
2020-08-14,"DZ",11.601
2020-08-15,"DZ",11.432
2020-08-16,"DZ",11.207
2020-08-17,"DZ",11.151
2020-08-18,"DZ",10.793
2020-08-19,"DZ",10.555
2020-08-20,"DZ",0
2020-08-21,"DZ",10.005
2020-08-22,"DZ",9.783
2020-08-23,"DZ",9.562
2020-08-24,"DZ",9.373
2020-08-25,"DZ",9.229
2020-08-26,"DZ",0
2020-08-27,"DZ",9.031
2020-08-28,"DZ",8.985
2020-08-29,"DZ",8.913
2020-08-30,"DZ",8.838
2020-08-31,"DZ",8.75
2020-09-01,"DZ",8.588
2020-09-02,"DZ",8.487
2020-09-03,"DZ",8.272
2020-09-04,"DZ",7.991
2020-09-05,"DZ",7.721
2020-09-06,"DZ",7.46
2020-09-07,"DZ",7.226
2020-09-08,"DZ",7.034
2020-09-09,"DZ",6.858
2020-09-10,"DZ",6.705
2020-09-11,"DZ",6.577
2020-09-12,"DZ",6.447
2020-09-13,"DZ",6.307
2020-09-14,"DZ",6.157
2020-09-15,"DZ",6.004
2020-09-16,"DZ",5.851
2020-09-17,"DZ",5.701
2020-09-18,"DZ",5.558
2020-09-19,"DZ",5.411
2020-09-20,"DZ",0
2020-09-21,"DZ",5.121
2020-09-22,"DZ",4.975
2020-09-23,"DZ",4.822
2020-09-24,"DZ",4.672
2020-09-25,"DZ",4.512
2020-09-26,"DZ",4.369
2020-09-27,"DZ",4.206
2020-09-28,"DZ",4.043
2020-09-29,"DZ",3.877
2020-09-30,"DZ",3.759
2020-10-01,"DZ",3.681
2020-10-02,"DZ",3.619
2020-10-03,"DZ",3.561
2020-10-04,"DZ",3.522
2020-10-05,"DZ",3.483
2020-10-06,"DZ",3.443
2020-10-07,"DZ",3.359
2020-10-08,"DZ",0
2020-10-09,"DZ",0
2020-10-10,"DZ",3.118
2020-10-11,"DZ",3.079
2020-10-12,"DZ",3.049
2020-10-13,"DZ",3.437
2020-10-14,"DZ",3.258
2020-10-15,"DZ",0
2020-10-16,"DZ",3.645
2020-10-17,"DZ",3.89
2020-10-18,"DZ",4.115
2020-10-19,"DZ",4.333
2020-10-20,"DZ",4.206
2020-10-21,"DZ",0
2020-10-22,"DZ",4.877
2020-10-23,"DZ",5.147
2020-10-24,"DZ",5.317
2020-10-25,"DZ",5.463
2020-10-26,"DZ",5.672
2020-10-27,"DZ",5.874
2020-10-28,"DZ",0
2020-10-29,"DZ",0
2020-10-30,"DZ",6.434
2020-10-31,"DZ",6.584
2020-11-01,"DZ",0
2020-08-06,"EE",7.646
2020-08-07,"EE",7.861
2020-08-08,"EE",7.431
2020-08-09,"EE",8.077
2020-08-10,"EE",7.861
2020-08-11,"EE",8.4
2020-08-12,"EE",8.185
2020-08-13,"EE",6.569
2020-08-14,"EE",5.385
2020-08-15,"EE",4.738
2020-08-16,"EE",3.985
2020-08-17,"EE",4.092
2020-08-18,"EE",3.662
2020-08-19,"EE",3.554
2020-08-20,"EE",3.554
2020-08-21,"EE",5.708
2020-08-22,"EE",7.215
2020-08-23,"EE",8.723
2020-08-24,"EE",8.831
2020-08-25,"EE",8.938
2020-08-26,"EE",10.123
2020-08-27,"EE",11.2
2020-08-28,"EE",10.554
2020-08-29,"EE",10.661
2020-08-30,"EE",10.554
2020-08-31,"EE",10.877
2020-09-01,"EE",10.769
2020-09-02,"EE",10.877
2020-09-03,"EE",11.2
2020-09-04,"EE",12.492
2020-09-05,"EE",12.169
2020-09-06,"EE",13.785
2020-09-07,"EE",15.4
2020-09-08,"EE",16.908
2020-09-09,"EE",18.2
2020-09-10,"EE",18.308
2020-09-11,"EE",17.123
2020-09-12,"EE",18.954
2020-09-13,"EE",17.661
2020-09-14,"EE",17.231
2020-09-15,"EE",17.877
2020-09-16,"EE",17.015
2020-09-17,"EE",18.415
2020-09-18,"EE",19.169
2020-09-19,"EE",19.6
2020-09-20,"EE",23.692
2020-09-21,"EE",26.708
2020-09-22,"EE",26.169
2020-09-23,"EE",27.354
2020-09-24,"EE",29.831
2020-09-25,"EE",32.092
2020-09-26,"EE",32.738
2020-09-27,"EE",31.231
2020-09-28,"EE",29.723
2020-09-29,"EE",35.107
2020-09-30,"EE",36.507
2020-10-01,"EE",36.4
2020-10-02,"EE",40.277
2020-10-03,"EE",41.892
2020-10-04,"EE",44.369
2020-10-05,"EE",43.83
2020-10-06,"EE",37.692
2020-10-07,"EE",37.046
2020-10-08,"EE",37.046
2020-10-09,"EE",33.384
2020-10-10,"EE",32.523
2020-10-11,"EE",28.969
2020-10-12,"EE",27.784
2020-10-13,"EE",28.646
2020-10-14,"EE",26.815
2020-10-15,"EE",24.984
2020-10-16,"EE",23.692
2020-10-17,"EE",22.4
2020-10-18,"EE",22.184
2020-10-19,"EE",0
2020-10-20,"EE",21.754
2020-10-21,"EE",23.584
2020-10-22,"EE",24.123
2020-10-23,"EE",28.754
2020-10-24,"EE",30.477
2020-10-25,"EE",32.2
2020-10-26,"EE",35.861
2020-10-27,"EE",0
2020-10-28,"EE",36.4
2020-10-29,"EE",45.123
2020-10-30,"EE",45.661
2020-10-31,"EE",50.723
2020-11-01,"EE",59.661
2020-08-06,"EG",2.12
2020-08-07,"EG",1.744
2020-08-08,"EG",1.492
2020-08-09,"EG",1.393
2020-08-10,"EG",1.409
2020-08-11,"EG",1.432
2020-08-12,"EG",1.51
2020-08-13,"EG",1.519
2020-08-14,"EG",1.538
2020-08-15,"EG",1.498
2020-08-16,"EG",1.427
2020-08-17,"EG",1.372
2020-08-18,"EG",1.29
2020-08-19,"EG",1.283
2020-08-20,"EG",1.328
2020-08-21,"EG",1.28
2020-08-22,"EG",1.295
2020-08-23,"EG",1.258
2020-08-24,"EG",1.208
2020-08-25,"EG",1.24
2020-08-26,"EG",1.209
2020-08-27,"EG",1.272
2020-08-28,"EG",1.448
2020-08-29,"EG",1.587
2020-08-30,"EG",1.759
2020-08-31,"EG",1.936
2020-09-01,"EG",2.04
2020-09-02,"EG",2.088
2020-09-03,"EG",2.031
2020-09-04,"EG",1.903
2020-09-05,"EG",1.811
2020-09-06,"EG",1.696
2020-09-07,"EG",1.586
2020-09-08,"EG",1.538
2020-09-09,"EG",1.554
2020-09-10,"EG",1.568
2020-09-11,"EG",1.58
2020-09-12,"EG",1.572
2020-09-13,"EG",1.597
2020-09-14,"EG",1.6
2020-09-15,"EG",1.586
2020-09-16,"EG",1.552
2020-09-17,"EG",1.531
2020-09-18,"EG",1.513
2020-09-19,"EG",1.485
2020-09-20,"EG",1.457
2020-09-21,"EG",1.404
2020-09-22,"EG",1.346
2020-09-23,"EG",1.276
2020-09-24,"EG",1.221
2020-09-25,"EG",1.217
2020-09-26,"EG",1.191
2020-09-27,"EG",1.167
2020-09-28,"EG",1.152
2020-09-29,"EG",1.136
2020-09-30,"EG",1.152
2020-10-01,"EG",1.149
2020-10-02,"EG",1.122
2020-10-03,"EG",1.174
2020-10-04,"EG",1.171
2020-10-05,"EG",1.177
2020-10-06,"EG",1.153
2020-10-07,"EG",1.149
2020-10-08,"EG",1.168
2020-10-09,"EG",1.171
2020-10-10,"EG",1.111
2020-10-11,"EG",1.134
2020-10-12,"EG",1.163
2020-10-13,"EG",1.21
2020-10-14,"EG",1.235
2020-10-15,"EG",1.228
2020-10-16,"EG",1.224
2020-10-17,"EG",1.252
2020-10-18,"EG",1.27
2020-10-19,"EG",1.268
2020-10-20,"EG",1.255
2020-10-21,"EG",1.282
2020-10-22,"EG",1.351
2020-10-23,"EG",1.434
2020-10-24,"EG",1.495
2020-10-25,"EG",1.536
2020-10-26,"EG",1.558
2020-10-27,"EG",1.619
2020-10-28,"EG",1.636
2020-10-29,"EG",1.601
2020-10-30,"EG",1.604
2020-10-31,"EG",1.6
2020-11-01,"EG",1.617
2020-08-06,"ER",0
2020-08-07,"ER",0
2020-08-08,"ER",0
2020-08-09,"ER",0
2020-08-10,"ER",0.242
2020-08-11,"ER",0.121
2020-08-12,"ER",0.121
2020-08-13,"ER",0
2020-08-14,"ER",0.121
2020-08-15,"ER",0
2020-08-16,"ER",0
2020-08-17,"ER",0
2020-08-18,"ER",0
2020-08-19,"ER",0
2020-08-20,"ER",0
2020-08-21,"ER",0
2020-08-22,"ER",0.846
2020-08-23,"ER",0.846
2020-08-24,"ER",0
2020-08-25,"ER",0
2020-08-26,"ER",0
2020-08-27,"ER",0.443
2020-08-28,"ER",0.443
2020-08-29,"ER",0.443
2020-08-30,"ER",0
2020-08-31,"ER",0
2020-09-01,"ER",0
2020-09-02,"ER",0
2020-09-03,"ER",0.161
2020-09-04,"ER",0.524
2020-09-05,"ER",0.524
2020-09-06,"ER",0.483
2020-09-07,"ER",0.483
2020-09-08,"ER",0
2020-09-09,"ER",0.886
2020-09-10,"ER",0
2020-09-11,"ER",0
2020-09-12,"ER",1.249
2020-09-13,"ER",0
2020-09-14,"ER",1.249
2020-09-15,"ER",0
2020-09-16,"ER",0
2020-09-17,"ER",0
2020-09-18,"ER",0.121
2020-09-19,"ER",0
2020-09-20,"ER",0
2020-09-21,"ER",0
2020-09-22,"ER",0
2020-09-23,"ER",0
2020-09-24,"ER",0
2020-09-25,"ER",0
2020-09-26,"ER",0
2020-09-27,"ER",0
2020-09-28,"ER",0
2020-09-29,"ER",0
2020-09-30,"ER",0
2020-10-01,"ER",0.443
2020-10-02,"ER",0
2020-10-03,"ER",0
2020-10-04,"ER",0
2020-10-05,"ER",0
2020-10-06,"ER",0
2020-10-07,"ER",0
2020-10-08,"ER",0
2020-10-09,"ER",0
2020-10-10,"ER",0
2020-10-11,"ER",0
2020-10-12,"ER",0.645
2020-10-13,"ER",0
2020-10-14,"ER",0.645
2020-10-15,"ER",0
2020-10-16,"ER",0
2020-10-17,"ER",0
2020-10-18,"ER",1.531
2020-10-19,"ER",0
2020-10-20,"ER",0
2020-10-21,"ER",0
2020-10-22,"ER",0
2020-10-23,"ER",0
2020-10-24,"ER",0
2020-10-25,"ER",0
2020-10-26,"ER",0
2020-10-27,"ER",0
2020-10-28,"ER",0
2020-10-29,"ER",0
2020-10-30,"ER",0
2020-10-31,"ER",0
2020-11-01,"ER",0
2020-08-06,"ES",70.66
2020-08-07,"ES",74.629
2020-08-08,"ES",78.953
2020-08-09,"ES",78.953
2020-08-10,"ES",78.953
2020-08-11,"ES",79.216
2020-08-12,"ES",72.714
2020-08-13,"ES",73.383
2020-08-14,"ES",83.961
2020-08-15,"ES",86.931
2020-08-16,"ES",86.931
2020-08-17,"ES",86.931
2020-08-18,"ES",110.308
2020-08-19,"ES",114.836
2020-08-20,"ES",125.527
2020-08-21,"ES",123.966
2020-08-22,"ES",132.121
2020-08-23,"ES",132.121
2020-08-24,"ES",132.121
2020-08-25,"ES",141.633
2020-08-26,"ES",147.753
2020-08-27,"ES",149.662
2020-08-28,"ES",157.665
2020-08-29,"ES",162.648
2020-08-30,"ES",162.648
2020-08-31,"ES",162.648
2020-09-01,"ES",175.45
2020-09-02,"ES",178.5
2020-09-03,"ES",182.426
2020-09-04,"ES",180.29
2020-09-05,"ES",182.42
2020-09-06,"ES",182.42
2020-09-07,"ES",182.42
2020-09-08,"ES",191.55
2020-09-09,"ES",194.144
2020-09-10,"ES",195.014
2020-09-11,"ES",200.53
2020-09-12,"ES",205.745
2020-09-13,"ES",205.745
2020-09-14,"ES",205.745
2020-09-15,"ES",208.324
2020-09-16,"ES",209.769
2020-09-17,"ES",216.879
2020-09-18,"ES",218.489
2020-09-19,"ES",225.23
2020-09-20,"ES",225.23
2020-09-21,"ES",225.23
2020-09-22,"ES",237.525
2020-09-23,"ES",241.687
2020-09-24,"ES",241.98
2020-09-25,"ES",240.03
2020-09-26,"ES",233.562
2020-09-27,"ES",233.562
2020-09-28,"ES",233.562
2020-09-29,"ES",234.653
2020-09-30,"ES",201.657
2020-10-01,"ES",231.09
2020-10-02,"ES",227.32
2020-10-03,"ES",224.426
2020-10-04,"ES",224.426
2020-10-05,"ES",224.426
2020-10-06,"ES",199.051
2020-10-07,"ES",235.71
2020-10-08,"ES",203.839
2020-10-09,"ES",213.017
2020-10-10,"ES",217.487
2020-10-11,"ES",217.487
2020-10-12,"ES",217.487
2020-10-13,"ES",230.858
2020-10-14,"ES",215.947
2020-10-15,"ES",220.466
2020-10-16,"ES",223.201
2020-10-17,"ES",230.528
2020-10-18,"ES",230.528
2020-10-19,"ES",230.528
2020-10-20,"ES",261.183
2020-10-21,"ES",281.823
2020-10-22,"ES",297.109
2020-10-23,"ES",320.539
2020-10-24,"ES",334.792
2020-10-25,"ES",334.792
2020-10-26,"ES",334.792
2020-10-27,"ES",378.482
2020-10-28,"ES",392.369
2020-10-29,"ES",400.9
2020-10-30,"ES",408.826
2020-10-31,"ES",426.377
2020-11-01,"ES",426.377
2020-08-06,"ET",0
2020-08-07,"ET",5.325
2020-08-08,"ET",4.874
2020-08-09,"ET",5.286
2020-08-10,"ET",0
2020-08-11,"ET",5.346
2020-08-12,"ET",0
2020-08-13,"ET",5.942
2020-08-14,"ET",6.591
2020-08-15,"ET",7.195
2020-08-16,"ET",0
2020-08-17,"ET",8.77
2020-08-18,"ET",0
2020-08-19,"ET",0
2020-08-20,"ET",0
2020-08-21,"ET",11.969
2020-08-22,"ET",12.952
2020-08-23,"ET",0
2020-08-24,"ET",0
2020-08-25,"ET",13.429
2020-08-26,"ET",0
2020-08-27,"ET",0
2020-08-28,"ET",13.136
2020-08-29,"ET",13.017
2020-08-30,"ET",0
2020-08-31,"ET",12.987
2020-09-01,"ET",12.411
2020-09-02,"ET",0
2020-09-03,"ET",0
2020-09-04,"ET",10.943
2020-09-05,"ET",10.408
2020-09-06,"ET",0
2020-09-07,"ET",0
2020-09-08,"ET",9.341
2020-09-09,"ET",0
2020-09-10,"ET",0
2020-09-11,"ET",9.152
2020-09-12,"ET",8.513
2020-09-13,"ET",7.98
2020-09-14,"ET",6.995
2020-09-15,"ET",0
2020-09-16,"ET",5.843
2020-09-17,"ET",0
2020-09-18,"ET",5.387
2020-09-19,"ET",5.154
2020-09-20,"ET",0
2020-09-21,"ET",0
2020-09-22,"ET",6.117
2020-09-23,"ET",0
2020-09-24,"ET",0
2020-09-25,"ET",5.932
2020-09-26,"ET",5.788
2020-09-27,"ET",0
2020-09-28,"ET",0
2020-09-29,"ET",0
2020-09-30,"ET",0
2020-10-01,"ET",0
2020-10-02,"ET",5.481
2020-10-03,"ET",5.983
2020-10-04,"ET",0
2020-10-05,"ET",6.818
2020-10-06,"ET",0
2020-10-07,"ET",0
2020-10-08,"ET",0
2020-10-09,"ET",0
2020-10-10,"ET",7.051
2020-10-11,"ET",0
2020-10-12,"ET",0
2020-10-13,"ET",7.082
2020-10-14,"ET",0
2020-10-15,"ET",0
2020-10-16,"ET",6.675
2020-10-17,"ET",6.427
2020-10-18,"ET",6.219
2020-10-19,"ET",0
2020-10-20,"ET",0
2020-10-21,"ET",0
2020-10-22,"ET",0
2020-10-23,"ET",5.622
2020-10-24,"ET",5.461
2020-10-25,"ET",0
2020-10-26,"ET",5.226
2020-10-27,"ET",4.78
2020-10-28,"ET",0
2020-10-29,"ET",0
2020-10-30,"ET",4.483
2020-10-31,"ET",4.424
2020-11-01,"ET",0
2020-08-06,"FI",2.527
2020-08-07,"FI",2.81
2020-08-08,"FI",3.146
2020-08-09,"FI",3.223
2020-08-10,"FI",3.378
2020-08-11,"FI",3.481
2020-08-12,"FI",3.61
2020-08-13,"FI",3.352
2020-08-14,"FI",3.893
2020-08-15,"FI",3.764
2020-08-16,"FI",3.919
2020-08-17,"FI",3.79
2020-08-18,"FI",3.893
2020-08-19,"FI",3.945
2020-08-20,"FI",4.203
2020-08-21,"FI",4.1
2020-08-22,"FI",4.409
2020-08-23,"FI",4.796
2020-08-24,"FI",4.873
2020-08-25,"FI",4.796
2020-08-26,"FI",5.286
2020-08-27,"FI",5.079
2020-08-28,"FI",4.564
2020-08-29,"FI",4.409
2020-08-30,"FI",3.687
2020-08-31,"FI",4.048
2020-09-01,"FI",3.816
2020-09-02,"FI",4.151
2020-09-03,"FI",4.1
2020-09-04,"FI",4.667
2020-09-05,"FI",4.718
2020-09-06,"FI",5.466
2020-09-07,"FI",5.518
2020-09-08,"FI",6.214
2020-09-09,"FI",5.028
2020-09-10,"FI",6.936
2020-09-11,"FI",6.936
2020-09-12,"FI",7.4
2020-09-13,"FI",7.632
2020-09-14,"FI",7.451
2020-09-15,"FI",7.735
2020-09-16,"FI",10.004
2020-09-17,"FI",8.251
2020-09-18,"FI",8.508
2020-09-19,"FI",8.921
2020-09-20,"FI",9.411
2020-09-21,"FI",10.313
2020-09-22,"FI",10.803
2020-09-23,"FI",12.118
2020-09-24,"FI",13.871
2020-09-25,"FI",14.954
2020-09-26,"FI",16.14
2020-09-27,"FI",16.888
2020-09-28,"FI",18.1
2020-09-29,"FI",17.971
2020-09-30,"FI",17.971
2020-10-01,"FI",18.151
2020-10-02,"FI",18.667
2020-10-03,"FI",19.595
2020-10-04,"FI",20.987
2020-10-05,"FI",22.07
2020-10-06,"FI",24.726
2020-10-07,"FI",26.737
2020-10-08,"FI",27.253
2020-10-09,"FI",32.023
2020-10-10,"FI",34.446
2020-10-11,"FI",37.592
2020-10-12,"FI",37.643
2020-10-13,"FI",38.933
2020-10-14,"FI",0
2020-10-15,"FI",42.645
2020-10-16,"FI",41.227
2020-10-17,"FI",40.041
2020-10-18,"FI",37.231
2020-10-19,"FI",36.767
2020-10-20,"FI",34.627
2020-10-21,"FI",34.807
2020-10-22,"FI",35.271
2020-10-23,"FI",33.802
2020-10-24,"FI",34.575
2020-10-25,"FI",35.039
2020-10-26,"FI",36.715
2020-10-27,"FI",36.483
2020-10-28,"FI",33.879
2020-10-29,"FI",33.699
2020-10-30,"FI",33.802
2020-10-31,"FI",37.025
2020-11-01,"FI",37.669
2020-08-06,"FR",18.611
2020-08-07,"FR",19.059
2020-08-08,"FR",21.341
2020-08-09,"FR",21.355
2020-08-10,"FR",21.423
2020-08-11,"FR",24.322
2020-08-12,"FR",25.258
2020-08-13,"FR",27.14
2020-08-14,"FR",29.418
2020-08-15,"FR",30.551
2020-08-16,"FR",37.19
2020-08-17,"FR",43.466
2020-08-18,"FR",34.837
2020-08-19,"FR",36.327
2020-08-20,"FR",38.81
2020-08-21,"FR",43.296
2020-08-22,"FR",47.707
2020-08-23,"FR",48.265
2020-08-24,"FR",51.811
2020-08-25,"FR",54.615
2020-08-26,"FR",57.78
2020-08-27,"FR",50.411
2020-08-28,"FR",63.95
2020-08-29,"FR",69.515
2020-08-30,"FR",73.714
2020-08-31,"FR",75.164
2020-09-01,"FR",77.568
2020-09-02,"FR",80.715
2020-09-03,"FR",95.148
2020-09-04,"FR",86.519
2020-09-05,"FR",89.041
2020-09-06,"FR",95.668
2020-09-07,"FR",99.156
2020-09-08,"FR",101.594
2020-09-09,"FR",105.049
2020-09-10,"FR",108.233
2020-09-11,"FR",113.815
2020-09-12,"FR",115.243
2020-09-13,"FR",121.042
2020-09-14,"FR",119.624
2020-09-15,"FR",124.127
2020-09-16,"FR",126.428
2020-09-17,"FR",129.752
2020-09-18,"FR",130.76
2020-09-19,"FR",138.634
2020-09-20,"FR",143.334
2020-09-21,"FR",152.196
2020-09-22,"FR",150.384
2020-09-23,"FR",155.158
2020-09-24,"FR",161.713
2020-09-25,"FR",173.577
2020-09-26,"FR",179.647
2020-09-27,"FR",181.042
2020-09-28,"FR",181.252
2020-09-29,"FR",178.63
2020-09-30,"FR",174.234
2020-10-01,"FR",176.507
2020-10-02,"FR",170.589
2020-10-03,"FR",162.833
2020-10-04,"FR",167.629
2020-10-05,"FR",171.581
2020-10-06,"FR",174.414
2020-10-07,"FR",181.402
2020-10-08,"FR",191.101
2020-10-09,"FR",200.3
2020-10-10,"FR",218.594
2020-10-11,"FR",240.138
2020-10-12,"FR",247.396
2020-10-13,"FR",254.951
2020-10-14,"FR",259.848
2020-10-15,"FR",268.409
2020-10-16,"FR",294.532
2020-10-17,"FR",304.14
2020-10-18,"FR",315.615
2020-10-19,"FR",345.005
2020-10-20,"FR",355.74
2020-10-21,"FR",370.012
2020-10-22,"FR",379.357
2020-10-23,"FR",402.734
2020-10-24,"FR",439.112
2020-10-25,"FR",466.94
2020-10-26,"FR",417.841
2020-10-27,"FR",542
2020-10-28,"FR",571.826
2020-10-29,"FR",593.241
2020-10-30,"FR",605.502
2020-10-31,"FR",619.535
2020-11-01,"FR",597.979
2020-08-06,"GA",0
2020-08-07,"GA",0
2020-08-08,"GA",36.649
2020-08-09,"GA",0
2020-08-10,"GA",25.16
2020-08-11,"GA",23.106
2020-08-12,"GA",0
2020-08-13,"GA",18.613
2020-08-14,"GA",0
2020-08-15,"GA",19.384
2020-08-16,"GA",19.384
2020-08-17,"GA",0
2020-08-18,"GA",16.945
2020-08-19,"GA",16.945
2020-08-20,"GA",0
2020-08-21,"GA",15.533
2020-08-22,"GA",10.462
2020-08-23,"GA",0
2020-08-24,"GA",0
2020-08-25,"GA",0
2020-08-26,"GA",0
2020-08-27,"GA",0
2020-08-28,"GA",0
2020-08-29,"GA",7.51
2020-08-30,"GA",7.51
2020-08-31,"GA",7.51
2020-09-01,"GA",7.959
2020-09-02,"GA",7.959
2020-09-03,"GA",4.493
2020-09-04,"GA",0
2020-09-05,"GA",6.162
2020-09-06,"GA",6.162
2020-09-07,"GA",0
2020-09-08,"GA",4.814
2020-09-09,"GA",4.814
2020-09-10,"GA",5.327
2020-09-11,"GA",5.327
2020-09-12,"GA",0
2020-09-13,"GA",0
2020-09-14,"GA",0
2020-09-15,"GA",0
2020-09-16,"GA",2.952
2020-09-17,"GA",3.659
2020-09-18,"GA",0
2020-09-19,"GA",0
2020-09-20,"GA",3.402
2020-09-21,"GA",0
2020-09-22,"GA",0
2020-09-23,"GA",3.209
2020-09-24,"GA",2.439
2020-09-25,"GA",2.439
2020-09-26,"GA",2.054
2020-09-27,"GA",0
2020-09-28,"GA",0
2020-09-29,"GA",0
2020-09-30,"GA",0
2020-10-01,"GA",3.209
2020-10-02,"GA",3.209
