"date","country","deaths_metric"
2020-09-16,"CV",1.028
2020-09-17,"CV",0
2020-09-18,"CV",0
2020-09-19,"CV",0
2020-09-20,"CV",0
2020-09-21,"CV",1.799
2020-09-22,"CV",0
2020-09-23,"CV",0
2020-09-24,"CV",0
2020-09-25,"CV",0
2020-09-26,"CV",0
2020-09-27,"CV",0
2020-09-28,"CV",0
2020-09-29,"CV",0
2020-09-30,"CV",0
2020-10-01,"CV",0
2020-10-02,"CV",0
2020-10-03,"CV",0
2020-10-04,"CV",0
2020-10-05,"CV",0
2020-10-06,"CV",0
2020-10-07,"CV",2.569
2020-10-08,"CV",0
2020-10-09,"CV",0
2020-10-10,"CV",0
2020-10-11,"CV",0
2020-10-12,"CV",0
2020-10-13,"CV",0
2020-10-14,"CV",0
2020-10-15,"CV",0
2020-10-16,"CV",0
2020-10-17,"CV",0
2020-10-18,"CV",0
2020-10-19,"CV",2.826
2020-10-20,"CV",0
2020-10-21,"CV",0
2020-10-22,"CV",0
2020-10-23,"CV",0
2020-10-24,"CV",0
2020-10-25,"CV",0
2020-10-26,"CV",0
2020-10-27,"CV",0
2020-10-28,"CV",0
2020-10-29,"CV",0
2020-10-30,"CV",0
2020-10-31,"CV",0
2020-11-01,"CV",0
2020-08-06,"CY",0
2020-08-07,"CY",0
2020-08-08,"CY",0
2020-08-09,"CY",0
2020-08-10,"CY",0
2020-08-11,"CY",0
2020-08-12,"CY",0.161
2020-08-13,"CY",0.161
2020-08-14,"CY",0.161
2020-08-15,"CY",0.161
2020-08-16,"CY",0.161
2020-08-17,"CY",0.161
2020-08-18,"CY",0.161
2020-08-19,"CY",0
2020-08-20,"CY",0
2020-08-21,"CY",0
2020-08-22,"CY",0
2020-08-23,"CY",0
2020-08-24,"CY",0
2020-08-25,"CY",0
2020-08-26,"CY",0
2020-08-27,"CY",0
2020-08-28,"CY",0
2020-08-29,"CY",0
2020-08-30,"CY",0
2020-08-31,"CY",0
2020-09-01,"CY",0
2020-09-02,"CY",0.161
2020-09-03,"CY",0.161
2020-09-04,"CY",0.161
2020-09-05,"CY",0.161
2020-09-06,"CY",0.161
2020-09-07,"CY",0.161
2020-09-08,"CY",0.322
2020-09-09,"CY",0.161
2020-09-10,"CY",0.161
2020-09-11,"CY",0.161
2020-09-12,"CY",0.161
2020-09-13,"CY",0.161
2020-09-14,"CY",0.161
2020-09-15,"CY",0
2020-09-16,"CY",0
2020-09-17,"CY",0
2020-09-18,"CY",0
2020-09-19,"CY",0
2020-09-20,"CY",0
2020-09-21,"CY",0
2020-09-22,"CY",0
2020-09-23,"CY",0
2020-09-24,"CY",0
2020-09-25,"CY",0
2020-09-26,"CY",0
2020-09-27,"CY",0
2020-09-28,"CY",0
2020-09-29,"CY",0
2020-09-30,"CY",0
2020-10-01,"CY",0
2020-10-02,"CY",0
2020-10-03,"CY",0
2020-10-04,"CY",0
2020-10-05,"CY",0
2020-10-06,"CY",0
2020-10-07,"CY",0.161
2020-10-08,"CY",0.322
2020-10-09,"CY",0.322
2020-10-10,"CY",0.483
2020-10-11,"CY",0.483
2020-10-12,"CY",0.483
2020-10-13,"CY",0.483
2020-10-14,"CY",0.322
2020-10-15,"CY",0.161
2020-10-16,"CY",0.161
2020-10-17,"CY",0
2020-10-18,"CY",0
2020-10-19,"CY",0
2020-10-20,"CY",0
2020-10-21,"CY",0
2020-10-22,"CY",0
2020-10-23,"CY",0
2020-10-24,"CY",0
2020-10-25,"CY",0
2020-10-26,"CY",0
2020-10-27,"CY",0
2020-10-28,"CY",0
2020-10-29,"CY",0
2020-10-30,"CY",0
2020-10-31,"CY",0
2020-11-01,"CY",0.161
2020-08-06,"CZ",0.187
2020-08-07,"CZ",0.147
2020-08-08,"CZ",0.093
2020-08-09,"CZ",0.08
2020-08-10,"CZ",0.08
2020-08-11,"CZ",0.053
2020-08-12,"CZ",0.107
2020-08-13,"CZ",0.04
2020-08-14,"CZ",0.013
2020-08-15,"CZ",0.067
2020-08-16,"CZ",0.08
2020-08-17,"CZ",0.093
2020-08-18,"CZ",0.12
2020-08-19,"CZ",0.133
2020-08-20,"CZ",0.173
2020-08-21,"CZ",0.2
2020-08-22,"CZ",0.227
2020-08-23,"CZ",0.213
2020-08-24,"CZ",0.2
2020-08-25,"CZ",0.213
2020-08-26,"CZ",0.2
2020-08-27,"CZ",0.187
2020-08-28,"CZ",0.16
2020-08-29,"CZ",0.107
2020-08-30,"CZ",0.133
2020-08-31,"CZ",0.147
2020-09-01,"CZ",0.12
2020-09-02,"CZ",0.12
2020-09-03,"CZ",0.093
2020-09-04,"CZ",0.107
2020-09-05,"CZ",0.133
2020-09-06,"CZ",0.133
2020-09-07,"CZ",0.173
2020-09-08,"CZ",0.173
2020-09-09,"CZ",0.213
2020-09-10,"CZ",0.253
2020-09-11,"CZ",0.293
2020-09-12,"CZ",0.28
2020-09-13,"CZ",0.293
2020-09-14,"CZ",0.267
2020-09-15,"CZ",0.374
2020-09-16,"CZ",0.467
2020-09-17,"CZ",0.507
2020-09-18,"CZ",0.547
2020-09-19,"CZ",0.6
2020-09-20,"CZ",0.614
2020-09-21,"CZ",0.627
2020-09-22,"CZ",0.76
2020-09-23,"CZ",0.734
2020-09-24,"CZ",0.974
2020-09-25,"CZ",1.041
2020-09-26,"CZ",1.147
2020-09-27,"CZ",1.227
2020-09-28,"CZ",1.374
2020-09-29,"CZ",1.281
2020-09-30,"CZ",1.401
2020-10-01,"CZ",1.334
2020-10-02,"CZ",1.481
2020-10-03,"CZ",1.574
2020-10-04,"CZ",1.601
2020-10-05,"CZ",1.614
2020-10-06,"CZ",1.868
2020-10-07,"CZ",2.108
2020-10-08,"CZ",2.321
2020-10-09,"CZ",2.548
2020-10-10,"CZ",2.748
2020-10-11,"CZ",3.162
2020-10-12,"CZ",3.468
2020-10-13,"CZ",3.909
2020-10-14,"CZ",4.162
2020-10-15,"CZ",4.576
2020-10-16,"CZ",4.816
2020-10-17,"CZ",5.042
2020-10-18,"CZ",5.389
2020-10-19,"CZ",5.803
2020-10-20,"CZ",6.163
2020-10-21,"CZ",6.843
2020-10-22,"CZ",7.564
2020-10-23,"CZ",8.204
2020-10-24,"CZ",9.178
2020-10-25,"CZ",9.671
2020-10-26,"CZ",10.392
2020-10-27,"CZ",11.366
2020-10-28,"CZ",12.379
2020-10-29,"CZ",12.486
2020-10-30,"CZ",13.567
2020-10-31,"CZ",14.767
2020-11-01,"CZ",15.661
2020-08-06,"DE",0.075
2020-08-07,"DE",0.063
2020-08-08,"DE",0.082
2020-08-09,"DE",0.08
2020-08-10,"DE",0.082
2020-08-11,"DE",0.084
2020-08-12,"DE",0.077
2020-08-13,"DE",0.058
2020-08-14,"DE",0.061
2020-08-15,"DE",0.06
2020-08-16,"DE",0.058
2020-08-17,"DE",0.056
2020-08-18,"DE",0.056
2020-08-19,"DE",0.056
2020-08-20,"DE",0.061
2020-08-21,"DE",0.078
2020-08-22,"DE",0.061
2020-08-23,"DE",0.063
2020-08-24,"DE",0.068
2020-08-25,"DE",0.068
2020-08-26,"DE",0.068
2020-08-27,"DE",0.061
2020-08-28,"DE",0.046
2020-08-29,"DE",0.041
2020-08-30,"DE",0.046
2020-08-31,"DE",0.043
2020-09-01,"DE",0.046
2020-09-02,"DE",0.044
2020-09-03,"DE",0.063
2020-09-04,"DE",0.055
2020-09-05,"DE",0.063
2020-09-06,"DE",0.051
2020-09-07,"DE",0.051
2020-09-08,"DE",0.048
2020-09-09,"DE",0.049
2020-09-10,"DE",0.034
2020-09-11,"DE",0.039
2020-09-12,"DE",0.036
2020-09-13,"DE",0.039
2020-09-14,"DE",0.041
2020-09-15,"DE",0.043
2020-09-16,"DE",0.053
2020-09-17,"DE",0.053
2020-09-18,"DE",0.053
2020-09-19,"DE",0.065
2020-09-20,"DE",0.061
2020-09-21,"DE",0.061
2020-09-22,"DE",0.058
2020-09-23,"DE",0.065
2020-09-24,"DE",0.085
2020-09-25,"DE",0.102
2020-09-26,"DE",0.111
2020-09-27,"DE",0.121
2020-09-28,"DE",0.126
2020-09-29,"DE",0.133
2020-09-30,"DE",0.133
2020-10-01,"DE",0.123
2020-10-02,"DE",0.124
2020-10-03,"DE",0.114
2020-10-04,"DE",0.123
2020-10-05,"DE",0.118
2020-10-06,"DE",0.147
2020-10-07,"DE",0.142
2020-10-08,"DE",0.148
2020-10-09,"DE",0.145
2020-10-10,"DE",0.138
2020-10-11,"DE",0.152
2020-10-12,"DE",0.159
2020-10-13,"DE",0.147
2020-10-14,"DE",0.198
2020-10-15,"DE",0.228
2020-10-16,"DE",0.247
2020-10-17,"DE",0.297
2020-10-18,"DE",0.281
2020-10-19,"DE",0.293
2020-10-20,"DE",0.344
2020-10-21,"DE",0.341
2020-10-22,"DE",0.332
2020-10-23,"DE",0.377
2020-10-24,"DE",0.35
2020-10-25,"DE",0.426
2020-10-26,"DE",0.45
2020-10-27,"DE",0.425
2020-10-28,"DE",0.408
2020-10-29,"DE",0.523
2020-10-30,"DE",0.588
2020-10-31,"DE",0.704
2020-11-01,"DE",0.764
2020-08-06,"DK",0.049
2020-08-07,"DK",0.049
2020-08-08,"DK",0.049
2020-08-09,"DK",0.049
2020-08-10,"DK",0.049
2020-08-11,"DK",0.099
2020-08-12,"DK",0.123
2020-08-13,"DK",0.123
2020-08-14,"DK",0.099
2020-08-15,"DK",0.099
2020-08-16,"DK",0.099
2020-08-17,"DK",0.099
2020-08-18,"DK",0.025
2020-08-19,"DK",0
2020-08-20,"DK",0
2020-08-21,"DK",0
2020-08-22,"DK",0
2020-08-23,"DK",0.025
2020-08-24,"DK",0.025
2020-08-25,"DK",0.049
2020-08-26,"DK",0.049
2020-08-27,"DK",0.049
2020-08-28,"DK",0.074
2020-08-29,"DK",0.074
2020-08-30,"DK",0.049
2020-08-31,"DK",0.049
2020-09-01,"DK",0.025
2020-09-02,"DK",0.049
2020-09-03,"DK",0.074
2020-09-04,"DK",0.049
2020-09-05,"DK",0.074
2020-09-06,"DK",0.074
2020-09-07,"DK",0.074
2020-09-08,"DK",0.099
2020-09-09,"DK",0.074
2020-09-10,"DK",0.049
2020-09-11,"DK",0.074
2020-09-12,"DK",0.049
2020-09-13,"DK",0.074
2020-09-14,"DK",0.099
2020-09-15,"DK",0.123
2020-09-16,"DK",0.123
2020-09-17,"DK",0.123
2020-09-18,"DK",0.148
2020-09-19,"DK",0.148
2020-09-20,"DK",0.123
2020-09-21,"DK",0.173
2020-09-22,"DK",0.173
2020-09-23,"DK",0.197
2020-09-24,"DK",0.247
2020-09-25,"DK",0.247
2020-09-26,"DK",0.296
2020-09-27,"DK",0.321
2020-09-28,"DK",0.271
2020-09-29,"DK",0.222
2020-09-30,"DK",0.222
2020-10-01,"DK",0.173
2020-10-02,"DK",0.148
2020-10-03,"DK",0.123
2020-10-04,"DK",0.148
2020-10-05,"DK",0.222
2020-10-06,"DK",0.247
2020-10-07,"DK",0.321
2020-10-08,"DK",0.321
2020-10-09,"DK",0.345
2020-10-10,"DK",0.321
2020-10-11,"DK",0.321
2020-10-12,"DK",0.271
2020-10-13,"DK",0.296
2020-10-14,"DK",0.271
2020-10-15,"DK",0.296
2020-10-16,"DK",0.296
2020-10-17,"DK",0.296
2020-10-18,"DK",0.296
2020-10-19,"DK",0.271
2020-10-20,"DK",0.37
2020-10-21,"DK",0.345
2020-10-22,"DK",0.37
2020-10-23,"DK",0.419
2020-10-24,"DK",0.493
2020-10-25,"DK",0.518
2020-10-26,"DK",0.543
2020-10-27,"DK",0.543
2020-10-28,"DK",0.518
2020-10-29,"DK",0.617
2020-10-30,"DK",0.543
2020-10-31,"DK",0.543
2020-11-01,"DK",0.518
2020-08-06,"DM",0
2020-08-07,"DM",0
2020-08-08,"DM",0
2020-08-09,"DM",0
2020-08-10,"DM",0
2020-08-11,"DM",0
2020-08-12,"DM",0
2020-08-13,"DM",0
2020-08-14,"DM",0
2020-08-15,"DM",0
2020-08-16,"DM",0
2020-08-17,"DM",0
2020-08-18,"DM",0
2020-08-19,"DM",0
2020-08-20,"DM",0
2020-08-21,"DM",0
2020-08-22,"DM",0
2020-08-23,"DM",0
2020-08-24,"DM",0
2020-08-25,"DM",0
2020-08-26,"DM",0
2020-08-27,"DM",0
2020-08-28,"DM",0
2020-08-29,"DM",0
2020-08-30,"DM",0
2020-08-31,"DM",0
2020-09-01,"DM",0
2020-09-02,"DM",0
2020-09-03,"DM",0
2020-09-04,"DM",0
2020-09-05,"DM",0
2020-09-06,"DM",0
2020-09-07,"DM",0
2020-09-08,"DM",0
2020-09-09,"DM",0
2020-09-10,"DM",0
2020-09-11,"DM",0
2020-09-12,"DM",0
2020-09-13,"DM",0
2020-09-14,"DM",0
2020-09-15,"DM",0
2020-09-16,"DM",0
2020-09-17,"DM",0
2020-09-18,"DM",0
2020-09-19,"DM",0
2020-09-20,"DM",0
2020-09-21,"DM",0
2020-09-22,"DM",0
2020-09-23,"DM",0
2020-09-24,"DM",0
2020-09-25,"DM",0
2020-09-26,"DM",0
2020-09-27,"DM",0
2020-09-28,"DM",0
2020-09-29,"DM",0
2020-09-30,"DM",0
2020-10-01,"DM",0
2020-10-02,"DM",0
2020-10-03,"DM",0
2020-10-04,"DM",0
2020-10-05,"DM",0
2020-10-06,"DM",0
2020-10-07,"DM",0
2020-10-08,"DM",0
2020-10-09,"DM",0
2020-10-10,"DM",0
2020-10-11,"DM",0
2020-10-12,"DM",0
2020-10-13,"DM",0
2020-10-14,"DM",0
2020-10-15,"DM",0
2020-10-16,"DM",0
2020-10-17,"DM",0
2020-10-18,"DM",0
2020-10-19,"DM",0
2020-10-20,"DM",0
2020-10-21,"DM",0
2020-10-22,"DM",0
2020-10-23,"DM",0
2020-10-24,"DM",0
2020-10-25,"DM",0
2020-10-26,"DM",0
2020-10-27,"DM",0
2020-10-28,"DM",0
2020-10-29,"DM",0
2020-10-30,"DM",0
2020-10-31,"DM",0
2020-11-01,"DM",0
2020-08-06,"DO",1.304
2020-08-07,"DO",1.317
2020-08-08,"DO",0
2020-08-09,"DO",1.567
2020-08-10,"DO",1.725
2020-08-11,"DO",0
2020-08-12,"DO",0
2020-08-13,"DO",1.962
2020-08-14,"DO",1.936
2020-08-15,"DO",1.975
2020-08-16,"DO",0
2020-08-17,"DO",1.896
2020-08-18,"DO",0
2020-08-19,"DO",1.883
2020-08-20,"DO",0
2020-08-21,"DO",0
2020-08-22,"DO",0
2020-08-23,"DO",0
2020-08-24,"DO",0
2020-08-25,"DO",0
2020-08-26,"DO",1.264
2020-08-27,"DO",1.475
2020-08-28,"DO",0
2020-08-29,"DO",0
2020-08-30,"DO",0
2020-08-31,"DO",0
2020-09-01,"DO",1.804
2020-09-02,"DO",0
2020-09-03,"DO",0
2020-09-04,"DO",2.252
2020-09-05,"DO",2.015
2020-09-06,"DO",2.199
2020-09-07,"DO",0
2020-09-08,"DO",0
2020-09-09,"DO",0
2020-09-10,"DO",1.962
2020-09-11,"DO",1.646
2020-09-12,"DO",0
2020-09-13,"DO",0
2020-09-14,"DO",1.62
2020-09-15,"DO",0
2020-09-16,"DO",0
2020-09-17,"DO",1.251
2020-09-18,"DO",1.264
2020-09-19,"DO",0
2020-09-20,"DO",1.198
2020-09-21,"DO",0
2020-09-22,"DO",0.922
2020-09-23,"DO",0
2020-09-24,"DO",0
2020-09-25,"DO",0
2020-09-26,"DO",0
2020-09-27,"DO",0
2020-09-28,"DO",0
2020-09-29,"DO",0
2020-09-30,"DO",0
2020-10-01,"DO",0
2020-10-02,"DO",0
2020-10-03,"DO",0
2020-10-04,"DO",0
2020-10-05,"DO",0.514
2020-10-06,"DO",0
2020-10-07,"DO",0
2020-10-08,"DO",0
2020-10-09,"DO",0.724
2020-10-10,"DO",0
2020-10-11,"DO",0
2020-10-12,"DO",0
2020-10-13,"DO",0
2020-10-14,"DO",0
2020-10-15,"DO",0
2020-10-16,"DO",0.342
2020-10-17,"DO",0.356
2020-10-18,"DO",0
2020-10-19,"DO",0
2020-10-20,"DO",0
2020-10-21,"DO",0
2020-10-22,"DO",0.263
2020-10-23,"DO",0
2020-10-24,"DO",0
2020-10-25,"DO",0
2020-10-26,"DO",0
2020-10-27,"DO",0
2020-10-28,"DO",0
2020-10-29,"DO",0
2020-10-30,"DO",0.29
2020-10-31,"DO",0
2020-11-01,"DO",0
2020-08-06,"DZ",0.244
2020-08-07,"DZ",0.238
2020-08-08,"DZ",0.235
2020-08-09,"DZ",0.228
2020-08-10,"DZ",0.231
2020-08-11,"DZ",0.238
2020-08-12,"DZ",0
2020-08-13,"DZ",0.235
2020-08-14,"DZ",0.222
2020-08-15,"DZ",0.225
2020-08-16,"DZ",0.218
2020-08-17,"DZ",0.222
2020-08-18,"DZ",0.218
2020-08-19,"DZ",0.225
2020-08-20,"DZ",0
2020-08-21,"DZ",0.228
2020-08-22,"DZ",0.218
2020-08-23,"DZ",0.208
2020-08-24,"DZ",0.212
2020-08-25,"DZ",0.218
2020-08-26,"DZ",0
2020-08-27,"DZ",0.205
2020-08-28,"DZ",0.208
2020-08-29,"DZ",0.212
2020-08-30,"DZ",0.218
2020-08-31,"DZ",0.215
2020-09-01,"DZ",0.208
2020-09-02,"DZ",0.202
2020-09-03,"DZ",0.189
2020-09-04,"DZ",0.176
2020-09-05,"DZ",0.182
2020-09-06,"DZ",0.189
2020-09-07,"DZ",0.179
2020-09-08,"DZ",0.169
2020-09-09,"DZ",0.173
2020-09-10,"DZ",0.189
2020-09-11,"DZ",0.202
2020-09-12,"DZ",0.195
2020-09-13,"DZ",0.182
2020-09-14,"DZ",0.182
2020-09-15,"DZ",0.189
2020-09-16,"DZ",0.199
2020-09-17,"DZ",0.208
2020-09-18,"DZ",0.205
2020-09-19,"DZ",0.195
2020-09-20,"DZ",0
2020-09-21,"DZ",0.195
2020-09-22,"DZ",0.192
2020-09-23,"DZ",0.186
2020-09-24,"DZ",0.173
2020-09-25,"DZ",0.16
2020-09-26,"DZ",0.156
2020-09-27,"DZ",0.15
2020-09-28,"DZ",0.137
2020-09-29,"DZ",0.13
2020-09-30,"DZ",0.121
2020-10-01,"DZ",0.124
2020-10-02,"DZ",0.124
2020-10-03,"DZ",0.137
2020-10-04,"DZ",0.147
2020-10-05,"DZ",0.15
2020-10-06,"DZ",0.16
2020-10-07,"DZ",0.137
2020-10-08,"DZ",0
2020-10-09,"DZ",0
2020-10-10,"DZ",0.13
2020-10-11,"DZ",0.127
2020-10-12,"DZ",0.134
2020-10-13,"DZ",0.134
2020-10-14,"DZ",0.163
2020-10-15,"DZ",0
2020-10-16,"DZ",0.143
2020-10-17,"DZ",0.169
2020-10-18,"DZ",0.166
2020-10-19,"DZ",0.179
2020-10-20,"DZ",0.182
2020-10-21,"DZ",0
2020-10-22,"DZ",0.173
2020-10-23,"DZ",0.199
2020-10-24,"DZ",0.182
2020-10-25,"DZ",0.199
2020-10-26,"DZ",0.189
2020-10-27,"DZ",0.186
2020-10-28,"DZ",0
2020-10-29,"DZ",0
2020-10-30,"DZ",0.199
2020-10-31,"DZ",0.192
2020-11-01,"DZ",0
2020-08-06,"EE",0
2020-08-07,"EE",0
2020-08-08,"EE",0
2020-08-09,"EE",0
2020-08-10,"EE",0
2020-08-11,"EE",0
2020-08-12,"EE",0
2020-08-13,"EE",0
2020-08-14,"EE",0
2020-08-15,"EE",0
2020-08-16,"EE",0
2020-08-17,"EE",0
2020-08-18,"EE",0
2020-08-19,"EE",0
2020-08-20,"EE",0
2020-08-21,"EE",0
2020-08-22,"EE",0
2020-08-23,"EE",0
2020-08-24,"EE",0
2020-08-25,"EE",0.108
2020-08-26,"EE",0.108
2020-08-27,"EE",0.108
2020-08-28,"EE",0.108
2020-08-29,"EE",0.108
2020-08-30,"EE",0.108
2020-08-31,"EE",0.108
2020-09-01,"EE",0
2020-09-02,"EE",0
2020-09-03,"EE",0
2020-09-04,"EE",0
2020-09-05,"EE",0
2020-09-06,"EE",0
2020-09-07,"EE",0
2020-09-08,"EE",0
2020-09-09,"EE",0
2020-09-10,"EE",0
2020-09-11,"EE",0
2020-09-12,"EE",0
2020-09-13,"EE",0
2020-09-14,"EE",0
2020-09-15,"EE",0
2020-09-16,"EE",0
2020-09-17,"EE",0
2020-09-18,"EE",0
2020-09-19,"EE",0
2020-09-20,"EE",0
2020-09-21,"EE",0
2020-09-22,"EE",0
2020-09-23,"EE",0
2020-09-24,"EE",0
2020-09-25,"EE",0
2020-09-26,"EE",0
2020-09-27,"EE",0
2020-09-28,"EE",0
2020-09-29,"EE",0
2020-09-30,"EE",0
2020-10-01,"EE",0
2020-10-02,"EE",0.108
2020-10-03,"EE",0.215
2020-10-04,"EE",0.323
2020-10-05,"EE",0.323
2020-10-06,"EE",0.323
2020-10-07,"EE",0.323
2020-10-08,"EE",0.323
2020-10-09,"EE",0.215
2020-10-10,"EE",0.215
2020-10-11,"EE",0.108
2020-10-12,"EE",0.108
2020-10-13,"EE",0.108
2020-10-14,"EE",0.108
2020-10-15,"EE",0.108
2020-10-16,"EE",0.108
2020-10-17,"EE",0
2020-10-18,"EE",0
2020-10-19,"EE",0
2020-10-20,"EE",0
2020-10-21,"EE",0.323
2020-10-22,"EE",0.323
2020-10-23,"EE",0.323
2020-10-24,"EE",0.538
2020-10-25,"EE",0.538
2020-10-26,"EE",0.538
2020-10-27,"EE",0
2020-10-28,"EE",0.215
2020-10-29,"EE",0.215
2020-10-30,"EE",0.215
2020-10-31,"EE",0
2020-11-01,"EE",0
2020-08-06,"EG",0.282
2020-08-07,"EG",0.247
2020-08-08,"EG",0.232
2020-08-09,"EG",0.221
2020-08-10,"EG",0.201
2020-08-11,"EG",0.205
2020-08-12,"EG",0.205
2020-08-13,"EG",0.216
2020-08-14,"EG",0.218
2020-08-15,"EG",0.214
2020-08-16,"EG",0.208
2020-08-17,"EG",0.211
2020-08-18,"EG",0.193
2020-08-19,"EG",0.174
2020-08-20,"EG",0.156
2020-08-21,"EG",0.147
2020-08-22,"EG",0.149
2020-08-23,"EG",0.142
2020-08-24,"EG",0.142
2020-08-25,"EG",0.149
2020-08-26,"EG",0.159
2020-08-27,"EG",0.168
2020-08-28,"EG",0.181
2020-08-29,"EG",0.183
2020-08-30,"EG",0.186
2020-08-31,"EG",0.191
2020-09-01,"EG",0.197
2020-09-02,"EG",0.198
2020-09-03,"EG",0.201
2020-09-04,"EG",0.191
2020-09-05,"EG",0.186
2020-09-06,"EG",0.188
2020-09-07,"EG",0.183
2020-09-08,"EG",0.168
2020-09-09,"EG",0.168
2020-09-10,"EG",0.162
2020-09-11,"EG",0.155
2020-09-12,"EG",0.156
2020-09-13,"EG",0.162
2020-09-14,"EG",0.165
2020-09-15,"EG",0.168
2020-09-16,"EG",0.166
2020-09-17,"EG",0.166
2020-09-18,"EG",0.174
2020-09-19,"EG",0.176
2020-09-20,"EG",0.172
2020-09-21,"EG",0.17
2020-09-22,"EG",0.176
2020-09-23,"EG",0.177
2020-09-24,"EG",0.176
2020-09-25,"EG",0.168
2020-09-26,"EG",0.168
2020-09-27,"EG",0.166
2020-09-28,"EG",0.158
2020-09-29,"EG",0.159
2020-09-30,"EG",0.151
2020-10-01,"EG",0.151
2020-10-02,"EG",0.155
2020-10-03,"EG",0.144
2020-10-04,"EG",0.141
2020-10-05,"EG",0.137
2020-10-06,"EG",0.124
2020-10-07,"EG",0.121
2020-10-08,"EG",0.112
2020-10-09,"EG",0.099
2020-10-10,"EG",0.102
2020-10-11,"EG",0.098
2020-10-12,"EG",0.099
2020-10-13,"EG",0.101
2020-10-14,"EG",0.098
2020-10-15,"EG",0.094
2020-10-16,"EG",0.099
2020-10-17,"EG",0.098
2020-10-18,"EG",0.096
2020-10-19,"EG",0.095
2020-10-20,"EG",0.095
2020-10-21,"EG",0.099
2020-10-22,"EG",0.109
2020-10-23,"EG",0.109
2020-10-24,"EG",0.107
2020-10-25,"EG",0.109
2020-10-26,"EG",0.11
2020-10-27,"EG",0.113
2020-10-28,"EG",0.112
2020-10-29,"EG",0.11
2020-10-30,"EG",0.113
2020-10-31,"EG",0.114
2020-11-01,"EG",0.11
2020-08-06,"ER",0
2020-08-07,"ER",0
2020-08-08,"ER",0
2020-08-09,"ER",0
2020-08-10,"ER",0
2020-08-11,"ER",0
2020-08-12,"ER",0
2020-08-13,"ER",0
2020-08-14,"ER",0
2020-08-15,"ER",0
2020-08-16,"ER",0
2020-08-17,"ER",0
2020-08-18,"ER",0
2020-08-19,"ER",0
2020-08-20,"ER",0
2020-08-21,"ER",0
2020-08-22,"ER",0
2020-08-23,"ER",0
2020-08-24,"ER",0
2020-08-25,"ER",0
2020-08-26,"ER",0
2020-08-27,"ER",0
2020-08-28,"ER",0
2020-08-29,"ER",0
2020-08-30,"ER",0
2020-08-31,"ER",0
2020-09-01,"ER",0
2020-09-02,"ER",0
2020-09-03,"ER",0
2020-09-04,"ER",0
2020-09-05,"ER",0
2020-09-06,"ER",0
2020-09-07,"ER",0
2020-09-08,"ER",0
2020-09-09,"ER",0
2020-09-10,"ER",0
2020-09-11,"ER",0
2020-09-12,"ER",0
2020-09-13,"ER",0
2020-09-14,"ER",0
2020-09-15,"ER",0
2020-09-16,"ER",0
2020-09-17,"ER",0
2020-09-18,"ER",0
2020-09-19,"ER",0
2020-09-20,"ER",0
2020-09-21,"ER",0
2020-09-22,"ER",0
2020-09-23,"ER",0
2020-09-24,"ER",0
2020-09-25,"ER",0
2020-09-26,"ER",0
2020-09-27,"ER",0
2020-09-28,"ER",0
2020-09-29,"ER",0
2020-09-30,"ER",0
2020-10-01,"ER",0
2020-10-02,"ER",0
2020-10-03,"ER",0
2020-10-04,"ER",0
2020-10-05,"ER",0
2020-10-06,"ER",0
2020-10-07,"ER",0
2020-10-08,"ER",0
2020-10-09,"ER",0
2020-10-10,"ER",0
2020-10-11,"ER",0
2020-10-12,"ER",0
2020-10-13,"ER",0
2020-10-14,"ER",0
2020-10-15,"ER",0
2020-10-16,"ER",0
2020-10-17,"ER",0
2020-10-18,"ER",0
2020-10-19,"ER",0
2020-10-20,"ER",0
2020-10-21,"ER",0
2020-10-22,"ER",0
2020-10-23,"ER",0
2020-10-24,"ER",0
2020-10-25,"ER",0
2020-10-26,"ER",0
2020-10-27,"ER",0
2020-10-28,"ER",0
2020-10-29,"ER",0
2020-10-30,"ER",0
2020-10-31,"ER",0
2020-11-01,"ER",0
2020-08-06,"ES",0.177
2020-08-07,"ES",0.174
2020-08-08,"ES",0.177
2020-08-09,"ES",0.177
2020-08-10,"ES",0.177
2020-08-11,"ES",0.318
2020-08-12,"ES",0.254
2020-08-13,"ES",0.244
2020-08-14,"ES",0.321
2020-08-15,"ES",0.348
2020-08-16,"ES",0.348
2020-08-17,"ES",0.348
2020-08-18,"ES",0.214
2020-08-19,"ES",0.272
2020-08-20,"ES",0.666
2020-08-21,"ES",0.636
2020-08-22,"ES",0.675
2020-08-23,"ES",0.675
2020-08-24,"ES",0.675
2020-08-25,"ES",0.691
2020-08-26,"ES",0.776
2020-08-27,"ES",0.532
2020-08-28,"ES",0.559
2020-08-29,"ES",0.529
2020-08-30,"ES",0.529
2020-08-31,"ES",0.529
2020-09-01,"ES",0.678
2020-09-02,"ES",0.697
2020-09-03,"ES",0.681
2020-09-04,"ES",0.727
2020-09-05,"ES",1.244
2020-09-06,"ES",1.244
2020-09-07,"ES",1.244
2020-09-08,"ES",1.289
2020-09-09,"ES",1.351
2020-09-10,"ES",1.326
2020-09-11,"ES",1.421
2020-09-12,"ES",1.005
2020-09-13,"ES",1.005
2020-09-14,"ES",1.005
2020-09-15,"ES",1.014
2020-09-16,"ES",1.253
2020-09-17,"ES",1.879
2020-09-18,"ES",2.157
2020-09-19,"ES",2.285
2020-09-20,"ES",2.285
2020-09-21,"ES",2.285
2020-09-22,"ES",2.49
